ID,지역,도서관명,상호대차 유무,순회사서 유무,지원 여부,지원인력,지원예산,지원장서,지원프로,외부대출여부,대출도서 전용프로그램 여부,전용프로그램 공공도서관 연계 여부,연간 도서대출 권수,연간 증가 장서 수,총 보유 장서 수,연간 증가 연속간행물 수,현재 총 보유 연속간행물 수,건물면적,열람석,PC 유무,관리자용 컴퓨터,이용자용 컴퓨터,연간 총 이용자 수,1일 평균 이용자 수,회원등록자 수,총직원,총봉사자,자격증직원,자격증봉사자,도서구입비,인건비,운영비,합계,실시여부,독서프로수,독서프로실시횟수,독서프로참가자수,문화프로수,문화프로실시횟수,문화프로참가자수
4567,전북,왕궁작은도서관,0,0, ,0,0,0,0,1,1,0,11149,1018,7567,3,6,194,50,1,1,4,10955,35,372,1,6,0,0,5000000,12000000,2400000,19400000,1,4,65,1004,6,237,3839
4568,전북,외평마을구심문고,0,0,1,0,2000000,0,0,1,0,0,241,100,2411,0,0,70,20,0,0,0,3915,15,0,0,0,0,0,2000000,0,0,2000000,0,0,0,0,0,0,0
4569,전북,우미린 도서관,0,0,0,0,0,0,0,0, , ,0,0,2000,0,0,139,28,1,0,1,7300,20,0,0,6,0,0,1070000,0,1330000,2400000,1,1,1,6,0,0,0
4570,전북,우아문화의집작은도서관,0,0, ,0,0,0,0,1,0,0,3908,3188,3188,0,0,260,43,1,1,8,5742,22,206,1,0,0,0,5000000,12000000,2400000,19400000,1,7,16,160,6,10,100
4571,전북,운호문고,0,0,0,0,0,0,0,1,0,1,250,100,3600,2,4,132,30,1,1,5,10950,30,0,1,1,0,0,500000,0,0,500000,1,1,20,600,1,2,40
4572,전북,울림작은도서관,0,1, ,0,0,0,0,1,0,0,6356,835,6619,2,4,114,36,1,1,4,22968,88,346,1,6,0,0,5000000,12000000,2400000,19400000,1,2,12,432,9,392,5880
4573,전북,월명작은도서관,0,0,1,0,0,0,0,1,1,1,15751,1973,14950,12,24,236,40,1,1,1,42568,136,1662,1,0,0,0,9375000,63341960,16050000,88766960,1,2,38,624,5,120,1280
4574,전북,은총문고,0,0,0,0,0,0,0,1,0,0,150,50,6500,0,0,83,30,1,1,0,2088,8,70,0,0,0,0,720000,0,0,720000,0,0,0,0,0,0,0
4575,전북,은파코아루아파트문고,0,0,0,0,0,0,0,1,0,0,65,0,4644,0,0,83,30,1,1,0,314,2,398,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
4576,전북,이그린작은도서관,0,0,1,1,18200000,200,1,1,1,0,7000,604,5224,2,2,145,50,1,1,2,9390,30,0,1,0,0,0,5000000,12000000,1200000,18200000,1,2,19,304,2,15,221
4577,전북,이서배꽃뜰작은도서관,0,1, ,0,0,0,0,1,0,0,20616,466,10616,0,3,145,25,1,1,3,14398,46,1238,1,0,0,0,5000000,17000000,4150000,26150000,1,5,150,1395,5,156,1396
4578,전북,이서지역아동센터문고,0,0,0,0,0,0,0,1,0,0,1200,500,1360,2,3,95,47,1,1,2,1095,3,0,1,15,0,0,3000000,0,3000000,6000000,0,0,0,0,0,0,0
4579,전북,인후문화의집 작은도서관,0,0, ,0,0,0,0,1,1,0,3908,725,5910,0,0,165,10,1,1,0,9390,30,477,1,0,0,0,5000000,12000000,2400000,19400000,1,5,92,1050,8,105,1932
4580,전북,인후비젼 작은도서관,0,1, ,0,0,0,0,1,1,0,7717,791,11606,0,0,368,50,1,1,1,10845,45,1345,1,1,1,0,5000000,12000000,2400000,19400000,1,3,19,152,5,70,493
4581,전북,자람터작은도서관,0,0,0,0,0,0,0,1,0,0,80,500,2060,0,0,36,12,1,0,1,1565,5,0,0,3,0,0,1080000,1200000,783000,3063000,1,2,20,300,3,96,1920
4582,전북,작은 행복도서관,0,0,1,0,4500000,450,0,1,1,0,3700,830,8000,2,2,57,18,1,1,0,3915,15,1500,0,0,0,0,1200000,0,300000,1500000,0,0,0,0,0,0,0
4583,전북,장계문예복지관 작은도서관,0,0, ,0,0,0,0,1,1,0,7700,454,7089,0,0,100,67,1,1,0,6525,25,0,1,0,0,0,2000000,20000000,7500000,29500000,1,1,1,15,1,1,15
4584,전북,장수꿈나무사립문고,0,0,0,0,0,0,0,0, , ,0,0,5000,0,0,66,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4585,전북,장수청소년문화의집 작은도서관,0,0, ,0,0,0,0,1,1,0,3000,467,8514,0,0,100,28,1,1,0,7830,30,0,1,0,0,0,20000000,48313000,7200000,75513000,1,1,1,15,1,1,15
4586,전북,전주작은도서관,0,0, ,0,0,0,0,1,0,0,9390,798,10252,0,0,126,15,1,1,12,10440,40,633,1,1,1,0,5000000,12000000,2400000,19400000,1,3,97,860,7,108,1184
4587,전북,정보화마을,0,0,0,0,0,0,0,1,0,0,1180,250,1082,1,3,35,20,1,2,1,1878,6,0,1,15,0,0,1800000,0,2500000,4300000,0,0,0,0,0,0,0
4588,전북,조은 작은도서관 ,0,0,0,0,0,0,0,1,0,0,50,50,4000,1,1,39,16,1,1,2,9390,30,0,3,2,1,2,50000,0,100000,150000,0,0,0,0,0,0,0
4589,전북,조촌작은도서관,0,0, ,0,0,0,0,1,1,1,10398,1007,12122,0,9,192,15,1,1,0,15337,49,991,1,0,0,0,9375000,19300000,16050000,44725000,1,0,0,0,2,37,525
4590,전북,좋은씨앗 작은도서관,0,0,1,0,3500000,0,0,0, , ,0,200,7500,0,0,49,24,1,1,0,0,0,0,1,0,0,0,3850000,0,0,3850000,0,0,0,0,0,0,0
4591,전북,주성열린문고,0,0,0,0,0,0,0,1,0,0,240,100,4000,0,0,49,15,1,0,2,10955,35,0,0,3,0,0,0,0,0,0,1,1,12,120,0,0,0
4592,전북,죽산작은도서관,0,0,1,0,0,0,0,1,1,0,772,569,13756,0,0,264,50,1,2,0,1566,6,0,1,0,0,0,5000000,12000000,2400000,19400000,1,4,35,297,1,6,67
4593,전북,중심교회문고,0,0,0,0,0,0,0,0, , ,0,0,1000,0,0,66,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4594,전북,지사랑작은도서관,1,0, ,0,0,0,0,1,0,0,2293,575,3381,0,0,208,20,1,1,3,1800,20,157,1,0,0,0,5000000,0,8400000,13400000,1,1,96,280,3,72,1080
4595,전북,지혜를 일구는 라인문고,0,0,0,0,0,0,0,1,0,0,100,60,1500,4,4,99,18,1,1,0,6260,20,0,1,0,0,0,0,0,0,0,1,2,24,144,0,0,0
4596,전북,진안사랑작은도서관,0,0,1,0,2000000,0,0,1,1,1,240,270,13000,0,0,222,50,1,1,2,10440,40,0,1,0,1,0,2000000,0,0,2000000,1,1,28,196,0,0,0
4597,전북,창북문고,0,0,0,0,0,0,0,1,0,0,1200,350,3500,3,2,92,20,1,1,0,7300,20,0,1,2,0,0,2000000,0,1000000,3000000,1,1,3,87,4,4,80
4598,전북,책마을 문고,0,1,0,0,0,0,0,1,0,0,400,50,31050,0,0,150,50,1,1,1,5220,20,1653,0,10,0,0,500000,0,0,500000,0,0,0,0,0,0,0
4599,전북,책사랑글사랑한알음문고,0,0,1,0,2800000,0,0,1,0,0,524,377,3377,0,0,33,6,1,1,0,5634,18,0,1,0,0,0,2800000,0,0,2800000,1,1,25,47,0,0,0
4600,전북,책사랑작은도서관 ,0,0,0,0,0,0,0,1,0,0,500,0,4300,1,7,132,20,1,0,1,2088,8,0,1,3,0,1,3000000,0,120000,3120000,1,1,15,225,1,10,110
4601,전북,책이있어좋은우남도서관,0,0,1,0,1000000,0,0,0, , ,0,122,6300,0,0,63,25,1,1,0,2610,10,0,0,1,0,0,1202400,2400000,600000,4202400,0,0,0,0,0,0,0
4602,전북,청소년센터 작은도서관,0,0, ,0,0,0,0,1,1,0,829,460,7695,0,2,132,30,1,1,2,1672,8,295,1,0,0,0,5000000,0,8400000,13400000,0,0,0,0,0,0,0
4603,전북,청아 작은도서관 ,0,0,0,0,0,0,0,1,0,0,150,30,3000,0,0,49,15,1,1,1,522,2,79,0,0,0,0,300000,200000,3000000,3500000,1,2,6,36,1,5,25
4604,전북,청아나루 작은 도서관,0,0, ,0,0,0,0,1,0,0,4586,483,7349,0,0,170,25,1,1,0,14398,46,664,1,2,1,0,5000000,12000000,2400000,19400000,1,4,57,660,7,42,618
4605,전북,청하사랑작은도서관,0,1, ,0,0,0,0,1,1,0,688,3602,3602,0,0,78,18,1,1,0,1566,6,106,1,0,0,0,5000000,10900000,2400000,18300000,1,2,2,40,9,9,54
4606,전북,초록우산작은도서관,0,0, ,0,0,0,0,1,1,0,7046,987,11379,0,0,227,24,1,1,2,9077,29,1713,2,60,1,0,5000000,15600000,2400000,23000000,1,2,17,98,3,21,350
4607,전북,초롱이문고,0,0,0,0,0,0,0,1,0,0,1105,250,1300,2,1,35,12,1,1,2,1460,4,0,1,17,0,0,3000000,0,1500000,4500000,0,0,0,0,0,0,0
4608,전북,초산작은도서관,1,0, ,0,0,0,0,1,1,1,1692,3396,3396,0,0,99,11,1,1,0,2504,8,68,1,0,0,0,5000000,12000000,6000000,23000000,1,1,25,110,2,27,250
4609,전북,충경작은도서관,0,0, ,0,0,0,0,1,0,1,2496,3500,8292,0,0,100,30,1,1,0,6000,25,1370,1,0,0,0,3000000,0,0,3000000,1,1,15,300,0,0,0
4610,전북,큰나루작은도서관,0,0, ,0,0,0,0,1,1,1,2508,470,8376,0,0,179,30,1,1,4,2398,7,547,1,5,0,0,5000000,12000000,2400000,19400000,1,2,74,720,3,25,785
4611,전북,팔복작은도서관,0,0, ,0,0,0,0,1,1,0,3127,542,10751,1,1,270,74,1,1,4,10962,42,0,1,1,0,0,5000000,12000000,2400000,19400000,1,3,144,1440,1,1,40
4612,전북,평화꿈틀작은도서관,0,0, ,0,0,0,0,1,1,1,14130,928,9336,15,15,179,50,1,1,3,31926,102,1225,2,5,0,0,5000000,13200000,1200000,19400000,1,13,264,10746,5,67,516
4613,전북,평화동작은도서관,0,0,1,0,0,100,0,1,0,1,400,1500,4000,2,4,39,20,1,1,1,1460,4,0,1,3,0,0,2000000,0,1000000,3000000,1,2,2,20,0,0,0
4614,전북,필봉 작은도서관,1,0, ,0,0,0,0,1,0,0,200,400,3300,0,0,143,70,1,2,0,12520,40,30,1,5,0,0,5000000,12000000,2400000,19400000,1,3,12,160,2,4,120
4615,전북,하늘정원작은도서관,0,0,0,0,0,0,0,1,0,0,75,0,4000,0,0,49,15,1,1,1,785,5,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0
4616,전북,한길 작은도서관,0,0,0,0,0,0,0,1,1,0,1,1200,1400,0,0,40,12,1,0,1,0,0,0,0,1,0,0,200000,0,60000,260000,0,0,0,0,0,0,0
4617,전북,한우리문고,0,0,0,0,0,0,0,1,0,0,20,200,6800,3,3,615,100,1,1,1,10950,30,0,1,0,0,0,240000,0,0,240000,1,1,60,1800,0,0,0
4618,전북,함열학교마을작은도서관 ,0,0, ,0,0,0,0,1,0,0,13411,985,17428,5,10,165,50,1,2,5,8613,33,300,0,0,0,0,8195750,5717150,2400000,16312900,1,7,7,418,3,3,150
4619,전북,항일역사도서관,0,0,0,0,0,0,0,0, , ,0,0,4300,0,5,130,30,1,1,1,6525,25,0,0,2,0,0,1500000,0,2000000,3500000,1,0,0,0,2,24,480
4620,전북,행복나눔작은도서관,0,0, ,0,0,0,0,1,1,0,3829,1103,7069,25,250,209,24,1,4,1,21910,70,500,1,4,0,0,5000000,12000000,2400000,19400000,1,6,111,1174,1,12,115
4621,전북,행복세상작은도서관,0,0, ,0,0,0,0,1,1,0,11502,1165,9566,2,22,206,55,1,1,2,20658,66,0,1,10,0,0,5000000,14815800,2418200,22234000,1,14,336,8298,2,60,391
4622,전북,호반꿈나래도서관,0,0,0,0,0,0,0,1,0,0,4000,0,5512,0,3,94,30,1,1,0,6260,20,300,0,13,0,0,1000000,0,500000,1500000,0,0,0,0,0,0,0
4623,전북,호성작은도서관,0,0, ,0,0,0,0,1,1,0,16358,569,10825,0,0,148,20,1,1,2,11745,45,3055,1,10,0,0,5000000,12000000,2400000,19400000,1,2,2,20,5,2,200
4624,전북,호크마작은도서관,0,0,0,0,0,0,0,0, , ,0,0,2500,0,0,42,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4625,전북,혼불 작은도서관,0,0,1,0,0,0,0,1,1,0,791,429,9693,0,0,132,15,1,1,3,1825,5,0,1,0,0,0,5000000,6000000,2400000,13400000,1,1,1,100,0,0,0
4626,전북,화산골작은도서관,0,1, ,0,0,0,0,1,0,0,2009,127,4841,1,5,138,20,1,1,2,6886,22,0,1,0,0,0,4500000,1700000,4150000,10350000,1,5,47,430,5,50,445
4627,전북,황등 작은도서관,0,0,1,0,1000000,85,0,1,0,0,3388,219,5650,0,0,227,48,1,1,2,2387,7,0,1,5,0,0,1500000,0,0,1500000,1,4,6,55,0,0,0
4628,전북,황죽작은도서관,1,1,1,0,0,0,0,1,1,1,1800,1200,3143,0,0,168,16,1,1,2,1565,5,165,1,0,0,0,5000000,12000000,2400000,19400000,1,0,0,0,4,4,20
4629,전북,효사랑푸른꿈작은도서관,0,1, ,0,0,0,0,1,1,0,2300,564,7009,0,0,138,54,1,2,1,2504,8,1270,1,0,1,0,5000000,15600000,2400000,23000000,1,1,48,207,3,58,175
4630,전북,휴먼시아 작은도서관,0,0,1,0,0,0,0,1,0,0,666,733,7212,0,2,136,37,1,1,3,7199,23,357,1,0,0,0,5000000,12000000,2400000,19400000,1,3,22,120,4,26,125
4631,전북,휴먼시아아이린작은도서관,0,0,1,0,2500000,225,0,1,1,0,5152,790,6188,0,0,172,60,1,1,0,8874,34,251,0,13,0,0,1200000,0,2400000,3600000,1,5,5,117,5,5,115
4632,전북,흥남작은도서관,0,0,1,0,0,0,0,1,1,1,16263,1120,17280,10,45,200,20,1,1,1,27231,87,0,1,0,0,0,9375000,28386310,16050000,53811310,1,4,42,860,6,120,1252
4633,전북,희망나눔도서관,0,0,1,0,0,1500,2,1,0,0,500,200,2800,5,5,33,8,1,1,2,6000,30,150,0,20,0,0,0,0,0,0,1,2,12,25,1,2,30
4634,전북,희망남포작은도서관,0,0,1,0,0,0,0,1,0,0,850,302,12348,2,12,148,48,1,1,1,2088,8,0,1,0,0,0,5000000,12000000,5000000,22000000,1,1,3,27,1,34,362
4635,전북,희망사립작은도서관,0,0,0,0,0,0,0,1,0,0,500,150,4000,2,10,138,30,1,1,4,10950,30,0,0,5,0,0,500000,0,100000,600000,1,1,1,20,2,2,40
4636,제주,가시리새마을문고,0,0,0,0,0,0,0,1,0,0,1500,120,2750,0,0,106,46,1,1,1,5220,20,0,0,10,0,0,1000000,4800000,4200000,10000000,1,1,10,200,3,22,440
4637,제주,감산리 새마을문고,0,0,1,0,10000000,0,1,1,0,0,2090,1000,5057,0,2,148,60,1,0,1,2355,15,0,0,0,0,0,1200000,4800000,4000000,10000000,1,1,10,250,4,30,448
4638,제주,강구리새마을작은도서관,0,0,1,0,700000,0,0,0, , ,0,100,1100,0,0,226,16,1,1,1,2920,8,0,0,4,0,0,0,0,700000,700000,1,1,1,20,0,0,0
4639,제주,갯머리작은도서관,0,0,1,0,15000000,0,0,1,1,0,451,177,2620,0,1,156,50,1,1,1,2349,9,88,1,0,0,0,3304600,7200000,4495400,15000000,1,8,16,252,0,0,0
4640,제주,고성1리새마을작은도서관,0,0,1,0,700000,120,0,1,0,0,1800,120,2142,0,0,66,22,1,1,0,1825,5,0,0,1,0,0,0,0,700000,700000,0,0,0,0,0,0,0
4641,제주,광령1리새마을작은도서관,0,0,1,0,3000000,75,2,1,0,0,1225,109,3549,0,0,60,31,1,1,1,2195,10,0,0,7,0,0,500000,2200000,2000000,4700000,1,2,2,50,4,4,150
4642,제주,교래리새마을작은도서관,0,0,1,0,700000,75,0,1,0,0,1680,600,2500,0,0,65,30,1,1,0,1827,7,0,0,4,0,0,0,0,700000,700000,0,0,0,0,0,0,0
4643,제주,귀덕3리새마을작은도서관,0,0,1,0,700000,75,0,1,0,0,80,75,2120,0,0,83,8,1,2,6,628,4,0,0,4,0,0,0,0,700000,700000,0,0,0,0,0,0,0
4644,제주,금능꿈차롱작은도서관,0,0,0,0,0,0,0,1,1,0,100,880,10551,30,30,160,40,1,1,2,7825,25,41,1,15,0,0,4000000,7200000,3800000,15000000,1,6,83,1500,6,30,800
4645,제주,금악리새마을작은도서관,0,0,1,0,3400000,55,2,1,1,0,690,55,3281,0,0,66,16,1,1,1,522,2,0,0,4,0,0,200000,2200000,1000000,3400000,1,1,1,20,1,1,20
4646,제주,김녕리새마을작은도서관,0,0,1,0,10000000,0,2,1,0,0,612,29,3831,0,0,238,72,1,1,4,3490,11,0,0,2,0,0,99000,4800000,5101000,10000000,1,0,0,0,2,4,100
4647,제주,꿈이 있는 작은도서관,0,0,0,0,0,0,0,1,0,0,100,300,6500,0,0,60,20,1,1,1,1900,20,0,1,10,0,0,1500000,0,0,1500000,0,0,0,0,0,0,0
4648,제주,남원JC새마을문고,0,0,1,0,1400000,0,0,1,0,0,1600,500,2500,0,0,66,85,1,1,1,783,3,0,1,6,0,0,900000,10800000,300000,12000000,1,0,0,0,1,10,126
4649,제주,납읍새마을작은도서관,0,0,1,0,10000000,150,2,1,1,0,1200,210,7500,0,0,247,40,1,1,2,1329,5,0,0,7,0,0,700000,4800000,4500000,10000000,1,0,0,0,2,4,200
4650,제주,노형꿈틀작은도서관,0,0, ,0,0,0,0,1,1,0,11000,716,11374,0,8,246,50,1,4,0,18780,60,3000,2,30,0,0,6000000,32000000,11200000,49200000,1,12,510,1900,27,29,4000
4651,제주,노형부영2차새마을작은도서관,0,0,1,0,700000,75,0,1,0,0,942,75,4672,0,0,41,17,1,1,0,942,6,0,0,3,0,0,0,0,700000,700000,0,0,0,0,0,0,0
4652,제주,달리작은도서관,0,0,0,0,0,0,0,1,0,0,50,300,3800,1,21,132,40,1,1,0,2610,10,300,3,0,0,0,600000,9500000,14000000,24100000,1,10,12,300,20,2,450
4653,제주,대림리새마을작은도서관,0,0,1,0,700000,75,0,0, , ,0,75,5039,0,0,82,25,0,0,0,261,1,0,0,5,0,0,0,0,700000,700000,0,0,0,0,0,0,0
4654,제주,대평리새마을문고,0,0,0,0,0,0,0,1,0,0,1150,96,1320,0,0,99,13,0,0,0,1566,6,0,0,9,0,0,1000000,0,1000000,2000000,1,0,0,0,1,3,45
4655,제주,덕수새마을문고,0,0,0,0,0,0,0,0, , ,0,95,1700,0,0,99,67,0,0,0,1045,5,0,0,10,0,0,800000,1000000,2056000,3856000,1,0,0,0,3,21,140
4656,제주,도두1동새마을작은도서관,0,0,1,0,600000,75,0,0, , ,0,75,2157,0,0,75,20,0,0,0,313,1,0,0,0,0,0,0,0,600000,600000,0,0,0,0,0,0,0
4657,제주,도련1동새마을작은도서관,0,0,1,0,3000000,75,1,1,0,0,636,209,5017,0,0,78,36,1,1,0,869,3,0,0,6,0,0,0,2200000,800000,3000000,1,0,0,0,2,4,20
4658,제주,도련주공새마을작은도서관,0,0,1,0,600000,80,0,1,0,0,2000,80,1580,0,0,62,30,0,0,0,2000,10,0,0,1,0,0,0,0,600000,600000,0,0,0,0,0,0,0
4659,제주,동광리새마을문고,0,0,1,0,15000000,0,0,1,0,0,2400,300,3080,0,0,189,40,1,1,4,2610,10,100,1,0,0,0,2000000,6600000,6400000,15000000,1,5,112,395,0,0,0
4660,제주,동려새마을작은도서관,0,0,1,0,600000,75,0,1,0,0,650,520,4437,3,8,85,18,1,1,0,2610,10,0,1,7,0,0,0,0,600000,600000,1,2,8,300,10,40,1760
4661,제주,동홍1동새마을문고,0,0,1,0,2500000,0,0,1,0,0,382,67,1136,0,0,48,25,1,4,1,1305,5,0,0,1,0,0,0,0,0,0,1,0,0,0,1,4,62
4662,제주,동홍3희망새마을문고,0,0,1,0,6800000,0,0,1,0,0,2400,86,1532,0,0,63,30,1,0,1,4015,11,0,0,1,0,1,0,0,0,0,1,3,24,279,2,6,87
4663,제주,동홍6새마을 문고,0,0,1,0,4600000,0,0,1,0,0,2000,59,2250,0,0,73,36,1,0,1,3130,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4664,제주,동홍대림새마을문고,0,0,1,0,1400000,0,0,1,0,0,915,37,1850,0,0,129,23,1,0,1,783,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4665,제주,동홍반석아르미문고,0,0,1,0,1400000,0,0,1,0,0,50,28,1350,0,0,81,32,1,0,1,730,2,0,1,3,0,0,0,0,0,0,1,0,0,0,1,2,30
4666,제주,동화새마을작은도서관,0,0,1,0,10000000,0,0,1,0,0,500,45,3000,0,0,284,101,1,1,13,3800,13,0,0,4,0,0,450000,4800000,4750000,10000000,0,0,0,0,0,0,0
4667,제주,두맹이작은도서관,0,0, ,0,0,0,0,1,1,0,1059,313,6174,0,0,271,40,1,2,3,6573,21,72,1,6,0,0,3200000,15600000,10300000,29100000,1,3,102,545,5,100,509
4668,제주,두모리새마을작은도서관,0,0,1,0,700000,75,0,0, , ,0,75,1334,0,0,66,27,1,1,0,1305,5,0,0,5,0,0,0,0,700000,700000,1,0,0,0,1,25,375
4669,제주,뜨란채새마을작은도서관,0,0,1,0,1250000,75,2,1,1,0,7898,220,7589,1,1,99,36,1,1,0,9594,30,739,1,4,0,0,0,9600000,1850000,11450000,1,1,8,80,6,40,3360
4670,제주,명월리새마을작은도서관,0,0,1,0,3000000,140,1,1,0,0,607,300,1391,0,0,50,22,1,1,3,2817,9,0,0,6,0,0,0,2640000,2000000,4640000,1,0,0,0,1,1,20
4671,제주,보목 꿈터 작은도서관,0,0,1,0,15000000,0,0,1,1,0,600,81,13203,0,0,114,28,1,1,3,2817,9,332,1,0,0,0,1930000,7656130,5413870,15000000,1,8,59,610,0,0,0
4672,제주,복지새마을작은도서관,0,0,1,0,700000,75,0,1,0,0,1304,923,4689,0,0,79,28,1,1,0,2400,8,0,1,9,0,0,0,0,700000,700000,1,1,10,147,1,10,243
4673,제주,봉개새마을작은도서관,0,0,1,0,10000000,15,0,1,0,0,1035,120,5360,1,0,139,40,1,1,1,4380,12,0,0,10,0,0,2500000,5000000,2500000,10000000,1,1,26,390,2,80,1340
4674,제주,봉성새별작은도서관,0,0,1,0,15000000,0,0,1,1,0,936,468,6000,2,5,123,20,1,2,1,3756,12,90,1,0,0,0,3468380,8400000,3131620,15000000,1,5,31,232,9,59,595
4675,제주,북촌리새마을작은도서관,0,0,1,0,600000,75,0,0, , ,0,75,1550,0,0,33,20,0,0,0,261,1,0,0,3,0,0,0,0,600000,600000,0,0,0,0,0,0,0
4676,제주,비양리새마을작은도서관,0,0,1,0,600000,75,0,0, , ,0,75,1300,0,0,76,12,0,0,0,939,3,0,0,3,0,0,0,0,600000,600000,0,0,0,0,0,0,0
4677,제주,사계리새마을문고,0,0,1,0,0,80,0,1,0,0,1200,200,3000,0,0,85,28,1,1,1,3130,10,0,0,12,0,0,1800000,4800000,3600000,10200000,1,1,10,200,1,3,45
4678,제주,사평새마을작은도서관,0,0,1,0,6124883,100,2,1,1,0,10622,3249,6544,0,0,82,26,1,1,2,5700,16,0,0,30,0,0,0,2200000,3924883,6124883,1,3,12,120,8,320,4800
4679,제주,산남새마을문고,0,0,1,0,1100000,0,0,1,0,0,1450,64,1980,0,0,49,12,1,1,1,522,2,0,1,3,0,0,0,0,0,0,1,0,0,0,1,3,85
4680,제주,삼달리작은도서관,0,0,1,0,15000000,0,0,1,1,0,2971,179,3247,0,0,200,20,1,1,4,2504,8,100,1,0,0,0,2400000,7200000,5400000,15000000,1,12,12,106,0,0,0
4681,제주,상가리새마을작은도서관,0,0,1,0,600000,225,1,1,0,0,700,225,2300,0,0,40,16,1,1,7,700,4,0,0,5,0,0,0,0,600000,600000,1,0,0,0,1,4,40
4682,제주,상명리새마을작은도서관,0,0,1,0,600000,75,0,0, , ,0,75,1895,0,0,33,10,0,0,0,261,1,0,0,1,0,0,0,0,600000,600000,0,0,0,0,0,0,0
4683,제주,상모1리 새마을문고,0,0,0,0,0,0,0,1,0,0,1200,166,3192,0,0,60,77,1,3,1,3000,10,0,0,12,0,0,800000,4800000,5200000,10800000,0,0,0,0,0,0,0
4684,제주,상모2리새마을문고,0,0,0,0,0,0,0,1,0,0,582,0,2860,0,0,99,40,0,0,0,1155,11,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
4685,제주,상모3리새마을문고,0,0,0,0,0,0,0,1,0,0,560,43,1100,0,0,66,25,1,0,1,1305,5,0,0,2,0,0,400000,0,1500000,1900000,0,0,0,0,0,0,0
4686,제주,상모서상동새마을문고,0,0,0,0,0,0,0,1,0,0,1100,152,2500,0,0,63,42,1,0,1,1254,6,0,0,11,0,0,800000,0,3700000,4500000,0,0,0,0,0,0,0
4687,제주,상승새마을작은도서관,0,0,1,0,400000,0,0,1,0,0,2000,70,1771,0,0,79,18,0,0,0,2190,6,0,0,1,0,0,0,0,400000,400000,0,0,0,0,0,0,0
4688,제주,상창바람소리작은도서관,0,0,1,0,15000000,0,0,1,1,0,1440,95,5052,0,0,200,20,1,2,13,1566,6,100,1,0,0,0,2687240,5400000,6912760,15000000,1,2,192,3360,0,0,0
4689,제주,새삶청소년공부방,0,0,1,0,10000000,0,0,1,0,0,1650,63,2000,0,0,181,40,1,1,0,3130,10,0,1,5,0,0,2000000,4800000,3200000,10000000,0,0,0,0,0,0,0
4690,제주,색달새마을문고,0,0,1,0,10500000,0,0,1,0,0,70,0,1771,0,0,133,40,1,4,1,939,3,0,1,9,0,0,0,0,0,0,1,0,0,0,1,2,20
4691,제주,서광리새마을작은도서관,0,0,1,0,700000,75,0,1,0,0,800,1134,5168,0,0,60,25,1,1,0,4015,11,0,0,5,0,0,0,0,700000,700000,1,1,1,30,1,1,30
4692,제주,서광서리새마을문고,0,0,1,0,0,150,1,1,0,0,6500,250,4000,0,0,115,83,1,0,1,5475,15,0,0,11,0,0,2000000,0,2000000,4000000,1,2,40,800,3,6,60
4693,제주,서광이 비치는(서광동리) 새마을 문고,0,0,0,0,0,0,0,1,0,0,780,263,3405,0,0,132,49,1,2,1,2355,15,0,0,18,0,0,1500000,0,5486820,6986820,1,1,10,120,9,136,2160
4694,제주,서귀포JC새마을문고,0,0,1,0,1100000,0,0,1,0,0,420,77,1288,0,0,198,30,1,0,1,522,2,0,1,3,0,0,0,0,0,0,1,1,10,100,1,3,60
4695,제주,선흘1리새마을작은도서관,0,0,1,0,600000,75,0,1,0,0,730,100,1523,0,0,66,10,1,1,0,1825,5,0,0,2,0,0,0,0,600000,600000,0,0,0,0,0,0,0
4696,제주,설문대어린이도서관,0,0,1,0,2000000,0,1,1,1,0,2500,1000,14000,2,10,48,16,1,3,0,12006,46,3400,3,0,1,0,2000000,18000000,5000000,25000000,1,5,50,500,2,48,2500
4697,제주,성읍2리 새마을문고,0,0,0,0,0,0,0,1,0,0,1200,86,1690,0,0,69,24,1,0,1,783,3,0,0,2,0,0,600000,0,1000000,1600000,1,0,0,0,1,3,45
4698,제주,성화새마을작은도서관,0,0,1,0,10000000,0,0,1,0,0,280,130,6128,0,0,165,190,1,1,32,4069,13,0,0,3,0,0,1800000,4800000,3400000,10000000,1,0,0,0,3,64,1132
4699,제주,세화1리새마을문고,0,0,1,0,10000000,200,0,1,0,0,875,300,6840,0,0,90,42,1,9,1,2555,7,0,0,14,0,0,1000000,4800000,4200000,10000000,1,2,10,100,2,2,40
4700,제주,수산리새마을작은도서관,0,0,1,0,3000000,75,3,1,0,0,914,75,2560,0,0,50,17,1,1,0,1691,6,0,0,8,0,0,0,2200000,800000,3000000,1,0,0,0,3,3,50
4701,제주,수산초새마을문고,0,0,0,0,0,0,0,0, , ,0,0,5100,0,0,101,24,1,0,1,2610,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
