지역,도서관명,도서구입비,인건비,운영비,합계
강원 원주시,(사)원주자유시장작은도서관,0,5580,240000,245580
강원 영월군,YW Vision 도서관,2000000,0,1000000,3000000
강원 강릉시,강릉 영어 작은도서관,3000000,15000000,5000000,23000000
강원 강릉시,강릉금호어울림 작은도서관,0,0,0,0
강원 횡성군,강림면 치악산 작은도서관,5000000,16838000,2348710,24186710
강원 속초시,고맙습니다풀이음작은도서관,16279850,89230220,15581580,121091650
강원 횡성군,공근면 금계 작은도서관,4997470,14555820,11471720,31025010
강원 강릉시,과학산업작은도서관,0,0,0,0
강원 강릉시,관아 작은도서관,20000000,15000000,5000000,40000000
강원 동해시,글여울도서관,1200000,0,2400000,3600000
강원 정선군,길운작은도서관,0,0,0,0
강원 춘천시,꾸러기어린이도서관,3000000,1200000,6000000,10200000
강원 원주시,꿈꾸는 도서관,0,0,0,0
강원 춘천시,꿈너머꿈,200000,0,3400000,3600000
강원 정선군,꿈을 파는 작은도서관,0,0,0,0
강원 영월군,꿈을담은도서관,2000000,0,1000000,3000000
강원 태백시,꿈을심어주는마을문고,0,0,0,0
강원 삼척시,꿈을이루는도서관,1500000,0,0,1500000
강원 강릉시,꿈이있는 작은도서관,0,0,0,0
강원 강릉시,꿈쟁이문고,0,0,0,0
강원 원주시,꿈터도서관,0,0,0,0
강원 강릉시,남산작은도서관,9500000,38000000,1000000,48500000
강원 삼척시,남양 작은도서관,0,40081,18000,58081
강원 원주시,남원주작은도서관,500000,0,1500000,2000000
강원 원주시,너울문화사랑방,0,0,1000000,1000000
강원 정선군,노엘문고,2000000,0,10000000,12000000
강원 평창군,눈마을작은도서관,4100000,19500000,29200000,52800000
강원 화천군,느릅마을작은도서관,3000000,0,0,3000000
강원 원주시,느티나무도서관,1200000,0,2000000,3200000
강원 삼척시,늘푸른문고,0,0,0,0
강원 정선군,다니엘 작은도서관,500000,0,1000000,1500000
강원 태백시,다솔도서관,0,0,0,0
강원 원주시,단계은행 작은도서관,0,0,0,0
강원 춘천시,달팽이도서관,528000,100000,7398122,8026122
강원 강릉시,대우이안강릉타운작은도서관,0,0,0,0
강원 속초시,대포마을문고,300000,1200000,1500000,3000000
강원 동해시,동성마을문고,4000000,0,15000000,19000000
강원 태백시,동점마을도서관,0,0,0,0
강원 동해시,동해문화커뮤니티센터,600000,0,0,600000
강원 동해시,동호동새힘새마을문고,500000,0,2000000,2500000
강원 원주시,두란노 작은도서관,0,0,0,0
강원 홍천군,두란노어린이도서관,187200,3600000,7200000,10987200
강원 원주시,두산위브,0,0,0,0
강원 춘천시,뒤뚜르어린이도서관,912000,6500000,9388000,16800000
강원 동해시,등대작은도서관,9510000,21500000,2000000,33010000
강원 춘천시,뜨란채도서관,2000000,0,2090000,4090000
강원 춘천시,로뎀나무문고,2300000,3000000,1200000,6500000
강원 강릉시,로하스강릉작은도서관,15470000,15000000,1000000,31470000
강원 인제군,마리서사작은도서관,4900000,4070000,0,8970000
강원 강릉시,마실작은도서관,14000000,16000000,7000000,37000000
강원 동해시,만나문고,500000,0,1560000,2060000
강원 원주시,명륜나눔도서관,2213490,0,1568710,3782200
강원 동해시,무릉작은도서관,4000000,21500000,2000000,27500000
강원 원주시,무실주공1단지 작은도서관,0,0,0,0
강원 정선군,무지개 작은도서관,0,0,0,0
강원 동해시,묵호동새마을문고,1000000,0,2400000,3400000
강원 정선군,문래문고,0,0,4000000,4000000
강원 강릉시,문화작은도서관,10736000,30000000,1000000,41736000
강원 태백시,미동문고,0,0,0,0
강원 원주시,미래작은도서관,0,0,0,0
강원 삼척시,미로지역 행복도서관 ,200000,0,0,200000
강원 원주시,민들레도서관,0,0,0,0
강원 원주시,민토,0,0,0,0
강원 원주시,반곡벽산블루밍도서관,0,0,0,0
강원 원주시,반곡아이파크 작은도서관,1000000,7000000,0,8000000
강원 삼척시,반석작은도서관,0,0,0,0
강원 춘천시,반올림도서관,0,0,200000,200000
강원 동해시,발한동새마을문고,1500000,0,6000000,7500000
강원 인제군,백담솔방울도서관,3000000,0,0,3000000
강원 강릉시,봄빛작은도서관,0,0,0,0
강원 원주시,봉산샘터 작은도서관,1000000,0,1000000,2000000
강원 동해시,북삼동 새마을문고,700000,0,4000000,4700000
강원 고성군,빨간머리앤의작은책마을,500000,0,6000000,6500000
강원 강릉시,쁘레네작은도서관 별찌,0,0,13000000,13000000
강원 원주시,쁘레네작은도서관별찌,200000,0,9000000,9200000
강원 원주시,쁘레네작은도서관별찌(명륜점),1300000,8400000,15000000,24700000
강원 화천군,사내작은도서관,3000000,0,0,3000000
강원 동해시,삼흥마을문고,100000,0,1300000,1400000
강원 원주시,상록작은도서관,2500000,6000000,3000000,11500000
강원 원주시,새능력작은도서관,100000,0,100000,200000
강원 춘천시,새마을작은도서관( 구 그린새마을열린문고),500000,0,2678551,3178551
강원 고성군,새문문고,0,0,0,0
강원 인제군,서화평화도서관,3500000,0,600000,4100000
강원 삼척시,선한문고,0,0,0,0
강원 강릉시,성남시장작은도서관,1000000,1500000,5000000,7500000
강원 강릉시,성덕반딧불작은도서관,13286000,3000000,10000000,26286000
강원 원주시,세인도서방,2400000,0,200000,2600000
강원 태백시,소도교회독서실,0,0,6000000,6000000
강원 홍천군,소망 작은도서관,600000,0,0,600000
강원 강릉시,소망우리작은도서관,0,0,0,0
강원 강릉시,솔올꿈나무작은도서관,6300000,1500000,5000000,12800000
강원 강릉시,솔올작은도서관,0,0,0,0
강원 강릉시,송정해변신도브래뉴아파트작은도서관,0,0,0,0
강원 영월군,숲속에서꿈꾸는도서관,2000000,0,500000,2500000
강원 인제군,숲으로 작은도서관,3500000,0,0,3500000
강원 춘천시,스무숲도서관,1200000,0,1200000,2400000
강원 강릉시,스카이문고,0,0,0,0
강원 원주시,신화마을도서관,0,0,0,0
강원 삼척시,아낌없이 주는 나무,0,0,0,0
강원 삼척시,아낌없이주는나무,500000,0,0,500000
강원 정선군,아우라지작은도서관,0,0,0,0
강원 원주시,아이사랑 도서관,0,0,0,0
강원 춘천시,앞짱어린이도서관,1391750,550000,11179827,13121577
강원 원주시,양문 작은 도서관,0,3000000,2000000,5000000
강원 양양군,양양감리교회작은도서관,2000000,0,1200000,3200000
강원 영월군,여행자의노래도서관,3000000,0,40000000,43000000
강원 원주시,영강도서관,0,0,0,0
강원 속초시,영랑작은도서관,6000000,38848730,4444860,49293590
강원 원주시,영재도서관,3000000,27000000,3000000,33000000
강원 원주시,영천작은도서관,0,0,0,0
강원 원주시,예꿈터 작은 도서관,1000000,0,500000,1500000
강원 춘천시,오스타작은도서관,500000,0,0,500000
강원 강릉시,옥거리작은도서관,17786000,1500000,10000000,29286000
강원 동해시,우리들 작은도서관,1500000,0,1000000,2500000
강원 횡성군,우천면 매화작은도서관,35409700,2880780,3377700,41668180
강원 강릉시,웅진다책문고,0,0,0,0
강원 동해시,웅진다책문고,7000000,0,1200000,8200000
강원 원주시,원주YMCA아름드리도서관,1600000,0,600000,2200000
강원 원주시,원주단관영어도서관,0,0,0,0
강원 강릉시,월대산작은도서관,10000000,15000000,5000000,30000000
강원 원주시,은혜어린이도서관,0,0,0,0
강원 동해시,이도작은도서관,3600000,21500000,2000000,27100000
강원 태백시,작은도서관 꿈,0,0,0,0
강원 춘천시,작은도서관별찌(2012년개관),2540000,8400000,15600000,26540000
강원 태백시,장성문고,0,0,0,0
강원 정선군,정선꿈꾸는도서관,1520000,0,4680000,6200000
강원 고성군,죽왕문고,0,0,4800000,4800000
강원 홍천군,진리도서관,300000,0,700000,1000000
강원 원주시,참꽃작은도서관,0,0,0,0
강원 춘천시,책날개어린이도서관,200000,0,100000,300000
강원 춘천시,책드림도서관,3900000,15600000,1500000,21000000
강원 동해시,천곡동 새마을문고,2400000,0,4320000,6720000
강원 양양군,천복작은도서관,1250000,0,0,1250000
강원 고성군,천진문고,0,0,0,0
강원 태백시,철암도서관,0,0,0,0
강원 원주시,청소년 문고,0,0,0,0
강원 횡성군,청일면 버들골작은도서관,4999680,18659240,5300380,28959300
강원 강릉시,초당작은도서관,13486000,30000000,5000000,48486000
강원 동해시,초록도서관,1200000,0,5000000,6200000
강원 춘천시,춘천YMCA푸름이도서관,0,0,0,0
강원 원주시,큰사랑문고,2000000,500000,240000,2740000
강원 정선군,탄광촌 생명의 양식문고,150000,0,1200000,1350000
강원 태백시,태백 인표어린이도서관,0,0,0,0
강원 원주시,태장도서관,33000000,0,0,33000000
강원 강릉시,포남어울림작은도서관,14600000,30000000,10000000,54600000
강원 원주시,푸른초장 작은도관,0,0,0,0
강원 화천군,하남옹달샘작은도서관,3000000,0,0,3000000
강원 홍천군,하늘마루 작은도서관,0,0,0,0
강원 강릉시,하슬라작은도서관,4486000,15000000,5000000,24486000
강원 태백시,한빛사랑문고,0,0,0,0
강원 강릉시,한송작은도서관,0,0,0,0
강원 양양군,해누리글터 작은도서관,1250000,0,240000,1490000
강원 태백시,햇살 도서관,0,0,0,0
강원 원주시,햇살작은도서관,0,0,0,0
강원 평창군,행복한 문고,1000000,0,15000000,16000000
강원 태백시,행복한도서관,1000000,0,0,1000000
강원 횡성군,횡성느티나무작은도서관,4998750,55050790,12044540,72094080
강원 원주시,흥업작은도서관,0,0,0,0
강원 홍천군,희망 숲 작은도서관,0,0,0,0
강원 태백시,희망의문고,0,0,0,0
경기 파주시,(사)행복한아침독서 책마을도서관,0,20300000,4000000,24300000
경기 성남시,1318하랑작은도서관,300000,1200000,1200000,2700000
경기 고양시,7단지 숲속도서관,2000000,0,1000000,3000000
경기 양주시,BOOK소리작은도서관,1500000,0,2700000,4200000
경기 고양시,Book Tree(북트리),3500000,7450000,1920000,12870000
경기 남양주시,ESR영어작은도서관,5000000,0,2000000,7000000
경기 의정부시,HAHA Asian Library,3303542,3600000,445340,7348882
경기 안산시,HJ제니스작은도서관,1500000,2400000,3500000,7400000
경기 오산시,KCC스위첸아파트 작은도서관,1200000,3360000,240000,4800000
경기 군포시,LG신산본자이2차아파트문고,0,0,0,0
경기 평택시,THE기쁜어린이도서관,6608280,14080000,24952670,45640950
경기 양주시,TS푸른솔작은도서관,0,0,4000000,4000000
경기 남양주시,가곡힘찬문고,2000000,0,1200000,3200000
경기 의정부시,가능1동작은도서관,7000000,13800000,1992857,22792857
경기 의정부시,가능2동작은도서관,6000000,13800000,1992857,21792857
경기 의정부시,가능3동작은도서관,5400000,13800000,1992857,21192857
경기 김포시,가온누리 작은도서관,0,0,0,0
경기 성남시,가온누리작은도서관,509500,7351500,2233630,10094630
경기 남양주시,가운4단지문고,1000000,0,0,1000000
경기 남양주시,가운휴먼시아5단지 도서관,1000000,0,1200000,2200000
경기 고양시,가좌대우푸르지오,2400000,0,3000000,5400000
경기 화성시,갈담 작은도서관,2000000,3000000,1000000,6000000
경기 성남시,갈보리 작은도서관,5000000,12000000,20000000,37000000
경기 시흥시,감나무골작은도서관,0,0,6627330,6627330
경기 남양주시,강변교회 어린이도서관,0,0,0,0
경기 남양주시,강변해태아파트 도서관,0,0,0,0
경기 양평군,강상작은도서관 ,29971900,3209360,1485700,34666960
경기 고양시,강아지똥 어린이도서관,2118355,5600000,6360000,14078355
경기 고양시,강촌공원 5분걸음 예쁜도서관,8400000,16128000,3480000,28008000
경기 양평군,강하 작은 도서관,1639700,15630000,1807750,19077450
경기 양주시,개척병영작은도서관,0,0,0,0
경기 파주시,거북작은도서관,4400000,0,5000000,9400000
경기 시흥시,건영1차아파트,0,0,0,0
경기 남양주시,건영리버파크아파트문고,1800000,0,700000,2500000
경기 용인시,건영캐스빌상앗대문고,500000,0,0,500000
경기 시흥시,검바위초작은도서관,6000000,0,4000000,10000000
경기 성남시,겨자씨작은도서관,2000000,2400000,3600000,8000000
경기 양주시,격파병영작은도서관,300000,0,0,300000
경기 수원시,경기다문화 도서관,0,0,0,0
경기 용인시,경남꿈모아도서관,0,0,0,0
경기 용인시,경남초록작은도서관,2000000,0,2000000,4000000
경기 남양주시,경성큰마을 작은도서관,5100000,0,600000,5700000
경기 평택시,고궁마을문고,500000,0,0,500000
경기 연천군,고대산병영도서관,360000,0,300000,660000
경기 수원시,고등동 새마을문고,5000000,0,2400000,7400000
경기 부천시,고리울꿈터작은도서관,8400000,21813900,21584420,51798320
경기 용인시,고매2통 작은도서관,0,0,2400000,2400000
경기 고양시,고양 작은도서관,11842370,20645440,8912190,41400000
경기 고양시,고양윤창 작은도서관,12226870,20775870,8197260,41200000
경기 오산시,고인돌도서관,0,0,0,0
경기 안산시,고잔2동당곡작은도서관,30000000,37273000,42103000,109376000
경기 안산시,고잔차세대작은도서관,100000,0,6000000,6100000
경기 김포시,고촌 작은도서관,3000000,16000000,3100000,22100000
경기 오산시,고현초도서관,16597000,3500000,0,20097000
경기 수원시,곡선동 새마을문고,5000000,0,2400000,7400000
경기 김포시,곡촌마을 다솜 작은도서관,0,0,0,0
경기 성남시,공감의 뜰작은도서관,0,0,0,0
경기 군포시,공군 제8249부대,2720000,0,880000,3600000
경기 안성시,공도새마을문고 청소년공부방,2679900,12000000,9020100,23700000
경기 시흥시,공룡도서관(거모복지관),0,0,2000000,2000000
경기 수원시,공부잘하는 독서학교,100000,0,0,100000
경기 고양시,관산 작은도서관,13406500,20645490,7786250,41838240
경기 고양시,관산주공아파트도서관,1000000,1800000,300000,3100000
경기 안양시,관양2동 주민센터,993240,3600000,41800,4635040
경기 포천시,관인작은도서관,5300000,0,0,5300000
경기 수원시,광교동 새마을문고,5000000,0,2400000,7400000
경기 수원시,광교해모로 숲속작은도서관,2000000,0,0,2000000
경기 수원시,광교호반 책마루도서관,6100000,0,14000000,20100000
경기 광명시,광남새마을금고 소하지점 작은도서관,5020700,1580000,0,6600700
경기 광명시,광남새마을금고 작은도서관,3200000,14800000,2050000,20050000
경기 광명시,광명6동 작은도서관,1600000,0,1232000,2832000
경기 광명시,광명드림스타트 새싹도서관,2803550,20100040,5268710,28172300
경기 광명시,광명역세권4단지 작은도서관,0,2400000,1800000,4200000
경기 광명시,광명옹달샘도서관,15225310,51151960,13785870,80163140
경기 광명시,광명한우리독서 작은도서관,2000000,0,0,2000000
경기 수원시,광민작은도서관,0,0,2400000,2400000
경기 수원시,광성꿈나무도서관,500000,6000000,3600000,10100000
경기 고양시,광성북카페,1000000,0,0,1000000
경기 광명시,광일 작은도서관,0,0,0,0
경기 양주시,광적농협작은도서관,0,0,500000,500000
경기 파주시,광탄작은도서관,14120000,5000000,5880000,25000000
경기 구리시,교문2동작은도서관,5621500,33472220,6456000,45549720
경기 김포시,구래 작은도서관,10000000,16000000,4200000,30200000
경기 광명시,구름산햇빛 작은도서관,5000000,0,5000000,10000000
경기 안양시,구름울 ,1700000,0,1320000,3020000
경기 구리시,구리 한우리 독서문화원,0,0,7200,7200
경기 성남시,구미1동작은도서관,2000000,19093000,2000000,23093000
경기 안산시,구세군다문화꿈꾸는작은도서관,0,0,0,0
경기 여주시,구세군작은도서관,0,0,1400000,1400000
경기 포천시,구세군포천교회작은도서관,0,0,0,0
경기 수원시,구운동새마을문고,5000000,0,2400000,7400000
경기 양주시,국군병원작은도서관,0,0,300000,300000
경기 군포시,군포경찰서작은도서관,0,0,0,0
경기 군포시,군포새마을문고,0,15000000,0,15000000
경기 용인시,굿모닝 작은도서관,2360000,0,6560000,8920000
경기 군포시,궁내동작은도서관,4780000,4920000,2727000,12427000
경기 남양주시,궁의문도서실,1200000,2400000,2300000,5900000
경기 수원시,권선1동 새마을문고,5000000,0,2400000,7400000
경기 수원시,권선2동 새마을문고,5000000,0,2400000,7400000
경기 고양시,권율 작은도서관,4500000,0,500000,5000000
경기 안양시,귀인동주민센타,1700000,0,0,1700000
경기 김포시,그루터기 작은도서관,0,6000000,600000,6600000
경기 용인시,그루터기도서관,500000,200000,500000,1200000
경기 부천시,글마루작은도서관,9600000,21813900,25517000,56930900
경기 양주시,글마루작은도서관,2689690,0,1273420,3963110
경기 양주시,글벗작은도서관,200000,0,2800000,3000000
경기 의왕시,글빛도서관,432000,2688000,380000,3500000
경기 수원시,글샘작은도서관,300000,0,700000,1000000
경기 파주시,글향기도서관,1200000,3600000,1200000,6000000
경기 고양시,글향기도서관,300000,0,300000,600000
경기 화성시,글향기도서실,3799830,600000,388400,4788230
경기 성남시,글향기작은도서관,769450,0,2830550,3600000
경기 파주시,금곡작은도서관,4750000,13144020,9855980,27750000
경기 남양주시,금곡푸른꿈작은도서관,7200000,43600000,2000000,52800000
경기 성남시,금광2동작은도서관,4926850,25666380,1580000,32173230
경기 오산시,금암마을 5단지 도서관,0,0,0,0
경기 군포시,금정작은도서관,3000000,0,2000000,5000000
경기 수원시,금호동새마을문고,5000000,0,2400000,7400000
경기 용인시,금화작은도서관,400000,0,3200000,3600000
경기 화성시,기아행복마루작은도서관,12000000,19200000,8466000,39666000
경기 부천시,길벗작은도서관,650000,0,870000,1520000
경기 시흥시,길벗작은도서관,1000000,300000,500000,1800000
경기 화성시,꽃담,2585000,6000000,3600000,12185000
경기 화성시,꽃동산 작은도서관,4700000,1000000,1300000,7000000
경기 안산시,꽃우물 작은도서관,2600000,4800000,1000000,8400000
경기 화성시,꽃초롱,2671500,2609700,3303800,8585000
경기 안성시,꽃피는도서관,200000,0,1000000,1200000
경기 남양주시,꿈 이안 작은도서관,7500000,0,3600000,11100000
경기 성남시,꿈&휴도서관,3000000,14400000,14762276,32162276
경기 남양주시,꿈그린작은도서관,2400000,0,3600000,6000000
경기 안양시,꿈꾸는,200000,0,100000,300000
경기 하남시,꿈꾸는 달팽이 작은도서관,1200000,2800000,3000000,7000000
경기 하남시,꿈꾸는 에코 작은도서관 ,4800000,1330000,3870000,10000000
경기 용인시,꿈꾸는 작은도서관,4000000,0,4800000,8800000
경기 안산시,꿈꾸는 작은도서관,3000000,10000000,2000000,15000000
경기 광명시,꿈꾸는나무 작은도서관,5400000,0,5900000,11300000
경기 화성시,꿈꾸는도서관,4000000,5000000,2000000,11000000
경기 연천군,꿈꾸는문고,0,0,0,0
경기 부천시,꿈꾸는새싹도서관,10000000,21813900,28513530,60327430
경기 구리시,꿈꾸는작은도서관,0,0,0,0
경기 파주시,꿈꾸는작은도서관,1844550,1200000,1804770,4849320
경기 화성시,꿈나래문고 작은도서관,2400000,0,1200000,3600000
경기 안양시,꿈나무,10000000,0,53000000,63000000
경기 화성시,꿈나무 영어 작은도서관,2500000,0,500000,3000000
경기 부천시,꿈나무가족도서관,10000000,21813900,19175000,50988900
경기 안산시,꿈나무작은도서관,2000000,4800000,1000000,7800000
경기 시흥시,꿈나무작은도서관,0,0,5000000,5000000
경기 화성시,꿈나무작은도서관,3317120,4000000,1261200,8578320
경기 성남시,꿈너비작은도서관,500000,0,250000,750000
경기 화성시,꿈누리,3992040,4000000,594630,8586670
경기 용인시,꿈누리도서관,2500000,0,4800000,7300000
경기 수원시,꿈동산 문고,0,0,0,0
경기 군포시,꿈드림작은도서관,3319810,0,173100,3492910
경기 양주시,꿈드림작은도서관,200000,0,1300000,1500000
경기 안양시,꿈마루,9000000,18900000,6000000,33900000
경기 용인시,꿈마루도서관,0,0,3000000,3000000
경기 김포시,꿈마을문고,3000000,12000000,1600000,16600000
경기 광주시,꿈마을작은도서관,2000000,18000000,18000000,38000000
경기 양주시,꿈모리작은도서관,2000000,0,4200000,6200000
경기 용인시,꿈모아도서관,5400000,0,4260000,9660000
경기 오산시,꿈밀림도서관,0,0,0,0
경기 안산시,꿈바라기 작은도서관,0,0,14000000,14000000
경기 부천시,꿈사랑작은도서관,0,0,0,0
경기 용인시,꿈샘도서관,0,0,0,0
경기 시흥시,꿈샘작은도서관,0,0,0,0
경기 김포시,꿈에그린 도서관,3466260,0,0,3466260
경기 오산시,꿈에그린 도서관,100000,200000,0,300000
경기 안산시,꿈을 주는 작은도서관,7000000,0,7980000,14980000
경기 안산시,꿈을 키우는 작은도서관,10000000,63938727,21683273,95622000
경기 광명시,꿈을찾는 작은영어도서관,5000000,0,300000,5300000
경기 부천시,꿈의지우 작은도서관,0,0,0,0
경기 광명시,꿈이 열리는 작은도서관,1000000,0,0,1000000
경기 고양시,꿈이 있는 숲 도서관,500000,0,600000,1100000
경기 수원시,꿈이 자라는 마을,0,0,1200000,1200000
경기 안양시,꿈이있는,1700000,0,1320000,3020000
경기 용인시,꿈이자라는 땅,500000,0,300000,800000
경기 용인시,꿈이자라는도서관,4000000,0,3600000,7600000
경기 하남시,꿈자람 작은도서관,9304000,3780000,500000,13584000
경기 광주시,꿈자람도서관,4600000,3600000,25590000,33790000
경기 광주시,꿈자람어린이도서관,0,0,8000000,8000000
경기 평택시,꿈쟁이 작은도서관(하북작은도서관에서 명칭변경),2000000,7200000,4800000,14000000
경기 군포시,꿈쟁이도서관,2000000,3600000,15000000,20600000
경기 화성시,꿈쟁이사립문고,3000000,0,5500000,8500000
경기 광명시,꿈크리 작은도서관,3300000,1400000,1800000,6500000
경기 안양시,꿈터,0,1700000,1320000,3020000
경기 오산시,꿈터도서관,500000,0,0,500000
경기 안양시,나누미,1700000,0,1320000,3020000
경기 의정부시,나누미작은도서관,3795120,3298250,2228510,9321880
경기 연천군,나눔과기쁨 대광북카페,0,0,0,0
경기 수원시,나눔도서관,500000,6000000,15000000,21500000
경기 의정부시,나눔작은도서관,740500,1355000,906446,3001946
경기 수원시,나란다 도서관,1000000,6000000,3000000,10000000
경기 화성시,나루꿈에그린 작은도서관,3000000,5800000,2000000,10800000
경기 부천시,나무숲작은도서관,0,0,0,0
경기 고양시,나무와열매문고,3000000,0,500000,3500000
경기 수원시,나무터작은도서관,0,0,0,0
경기 성남시,나침반 작은도서관,0,0,0,0
경기 용인시,남사면 작은도서관,400000,9600000,5000000,15000000
경기 고양시,낮은하늘어린이도서관,2000000,0,1600000,3600000
경기 안양시,내방새,1700000,0,1320000,3020000
경기 의왕시,내손e편한세상 도서관,2500000,18000000,2000000,22500000
경기 의왕시,내손책고운도서관,11400000,57763000,7014000,76177000
경기 포천시,내촌작은도서관,7550000,9860000,0,17410000
경기 광명시,넓은세상 작은도서관,4000000,0,2400000,6400000
경기 광명시,넝쿨 어린이 작은도서관,3200000,0,2050000,5250000
경기 성남시,넥슨작은책방 도서관,0,0,0,0
경기 군포시,노루목작은도서관,1360000,1200000,3440000,6000000
경기 의정부시,녹양동작은도서관,7200000,13800000,1992857,22992857
경기 성남시,논골작은도서관,9749870,93826739,57946980,161523589
경기 화성시,놀러와,680000,1800000,520000,3000000
경기 군포시,농심,2000000,0,0,2000000
경기 안성시,농협안성교육원 농업도서관,2400000,0,0,2400000
경기 부천시,누리마루작은도서관,3000000,0,1000000,4000000
경기 김포시,누리봄문고,3000000,16000000,22680000,41680000
경기 부천시,누리작은도서관,0,0,1200000,1200000
경기 군포시,누림과나눔작은도서관,380000,0,250000,630000
경기 안산시,뉴새마을도서관,10000000,69238810,19361190,98600000
경기 안양시,느린소,125000,0,0,125000
경기 안양시,느티나무,1700000,0,1320000,3020000
경기 군포시,느티나무도서관,2000000,2400000,2300000,6700000
경기 안산시,늘사랑 문고,0,0,0,0
경기 화성시,늘푸른,3600000,3600000,1300000,8500000
경기 가평군,늘푸른상상력도서관,0,0,0,0
경기 시흥시,늘푸른세종작은도서관,0,0,100000,100000
경기 여주시,늘푸른자연학교작은도서관,2500000,0,200000,2700000
경기 구리시,늘푸른작은도서관,600000,0,0,600000
경기 시흥시,늠내골실버작은도서관,1365100,0,8527560,9892660
경기 화성시,능동 주공1아파트 문고,0,0,1000000,1000000
경기 화성시,능동 주공2아파트 문고,0,0,0,0
경기 수원시,능실샘작은도서관,3400000,0,7000000,10400000
경기 시흥시,다문화작은도서관,0,0,0,0
경기 남양주시,다사랑도서관,100000,0,200000,300000
경기 평택시,다사리도서관,2000000,25000000,10000000,37000000
경기 남양주시,다산어린이도서관,0,0,0,0
경기 안산시,다솔어린이작은도서관,0,0,0,0
경기 김포시,다울누림 작은도서관,500000,0,0,500000
경기 화성시,다은 우남,7836596,0,4415370,12251966
경기 남양주시,단비작은도서관,300000,0,0,300000
경기 안양시,달안동주민센타,1000000,0,0,1000000
경기 안양시,달팽이,3000000,2400000,5000000,10400000
경기 군포시,당정동 벤티움 작은도서관,2541590,1173000,0,3714590
경기 군포시,당정문화도서관,36000000,57000000,13324330,106324330
경기 김포시,대곶작은도서관,3000000,16000000,1571050,20571050
경기 고양시,대덕 작은도서관,9865190,8618950,3515860,22000000
경기 의왕시,대명구름채아파트문고,1500000,0,0,1500000
경기 파주시,대방열린도서관,1665650,2400000,393800,4459450
경기 수원시,대영교회문고,300000,0,0,300000
경기 의왕시,대우이안아파트문고,1500000,0,0,1500000
경기 수원시,대월새마을문고,5000000,0,2400000,7400000
경기 성남시,대은작은도서관,2100000,3500000,2200000,7800000
경기 수원시,대임문고창조교실,100,0,20,120
경기 광주시,대주작은도서관,9000000,13850000,5855780,28705780
경기 수원시,대추동이 작은도서관,0,0,400000,400000
경기 평택시,대추리솔부엉이도서관,0,0,0,0
경기 광명시,대한작은어린이도서관,1500000,14400000,3600000,19500000
경기 고양시,대화마을작은도서관,9778820,20790580,10628310,41197710
경기 용인시,더빛 Ark Kids 작은도서관,1200000,0,54550000,55750000
경기 남양주시,덕소도서관,2600000,0,0,2600000
경기 남양주시,덕소현대아파트도서관,1292700,0,1200000,2492700
경기 하남시,덕풍시장작은도서관,5000000,0,5000000,10000000
경기 용인시,데시앙도서관,3600000,0,1800000,5400000
경기 남양주시,도농롯데아파트독서실,0,0,0,0
경기 광명시,도덕파크 푸른솔 작은도서관,4000000,2000000,500000,6500000
경기 의왕시,도란도란위브도서관,1000000,0,0,1000000
경기 양주시,도란도란작은도서관,0,0,2400000,2400000
경기 부천시,도란도란작은도서관,10000000,24611800,18374960,52986760
경기 동두천시,도심광장 지혜의 등대,6240000,0,3760000,10000000
경기 광주시,도척작은도서관,14000000,28163100,5369000,47532100
경기 성남시,도촌동작은도서관,4895970,33045000,6579450,44520420
경기 성남시,독수리작은도서관,2000000,0,1000000,3000000
경기 안양시,동그라미,0,0,500000,500000
경기 안산시,동동도서관,1200000,0,800000,2000000
경기 동두천시,동두천초등학교지혜의등대,4598000,20608650,6793350,32000000
경기 고양시,동산마을22단지 백송도서관,1200000,0,1200000,2400000
경기 의왕시,동아에코빌도서관,1020000,0,780000,1800000
경기 양주시,동안작은도서관,1500000,0,1200000,2700000
경기 고양시,동양아파트새마을문고,538000,0,8021060,8559060
경기 파주시,동양월드꿈나무도서관,1800000,5100000,700000,7600000
경기 이천시,동양작은도서관,4000000,5400000,3100000,12500000
경기 남양주시,동원작은도서관,5100000,0,0,5100000
경기 오산시,동인문고,0,0,0,0
경기 용인시,동천작은도서관,100000,0,6500000,6600000
경기 화성시,동탄파라곤 북카페 작은도서관,0,0,0,0
경기 군포시,동화나무어린이도서관,4000000,19208000,7528000,30736000
경기 성남시,될성푸른나무 작은도서관,2500000,0,6000000,8500000
경기 수원시,두견마을도서관,2000000,0,3600000,5600000
경기 고양시,두근두근 도서관,1200000,0,3600000,4800000
경기 평택시,두드림도서관,250000,0,300000,550000
경기 안양시,두란노,0,0,3000000,3000000
경기 화성시,두루미 작은도서관,5000000,300000,5000000,10300000
경기 화성시,두산 위브 어린이 도서관,2400000,4800000,600000,7800000
경기 화성시,두산책마을작은도서관,2885860,0,4115210,7001070
경기 의왕시,뒷동네도서관,3000000,0,5200000,8200000
경기 성남시,드림랜드작은도서관,0,0,0,0
경기 평택시,디사이플스 인문학도서관,0,0,0,0
경기 부천시,뜰안에작은나무 작은도서관,200000,20400000,2400000,23000000
경기 성남시,래미안금광작은도서관,1000000,0,4000000,5000000
경기 용인시,래미안도서관 글샘,3232160,0,4067840,7300000
경기 수원시,래미안새마을문고,5000000,0,2400000,7400000
경기 고양시,래미안휴레스트문고,2000000,1500000,0,3500000
