지역,도서관명,도서구입비,인건비,운영비,합계
경남 진주시,행복소리 작은도서관,0,0,0,0
경남 합천군,행복한 아이터,1200000,0,300000,1500000
경남 김해시,행복한작은도서관,500000,6000000,3500000,10000000
경남 합천군,향파새마을문고,6490000,0,956273,7446273
경남 사천시,현대 작은도서관,3400000,3000000,0,6400000
경남 창원시,호계영어도서관,1500000,0,500000,2000000
경남 하동군,화개 삼신 새마을문고,0,0,500000,500000
경남 양산시,화성파크드림작은도서관,0,0,0,0
경남 김해시,활천행복작은도서관,6926860,14400000,9073140,30400000
경남 산청군,황금수레,0,0,0,0
경남 양산시,황전새마을문고,5000000,6000000,6000000,17000000
경남 창원시,회성동새마을문고,7800000,3600000,3000000,14400000
경남 창원시,회원1동새마을문고 ,3600000,7800000,1000000,12400000
경남 사천시,훼미리작은도서관,3540000,3000000,0,6540000
경남 진주시,휴먼빌 꿈꾸는 도서관,0,0,0,0
경남 양산시,휴먼빌둥지작은도서관,4000000,0,4800000,8800000
경남 함양군,휴먼시아새마을문고,3500000,0,0,3500000
경남 하동군,희망 작은도서관,1000000,5000000,3000000,9000000
경남 창녕군,희망나무도서관,0,18000000,0,18000000
경남 합천군,희망문고,2150000,0,0,2150000
경남 남해군,희망키움 새마을문고,2000000,0,0,2000000
경북 칠곡군,2주공 새마을작은도서관,600000,5800000,600000,7000000
경북 칠곡군,3주공작은도서관,1152000,6000000,2000000,9152000
경북 칠곡군,4주공새마을작은도서관,0,0,0,0
경북 구미시,e.편한 새마을문고,3600000,0,3000000,6600000
경북 구미시,가시골 새마을문고,1000000,0,2200000,3200000
경북 영주시,가흥2동작은도서관,500000,0,0,500000
경북 구미시,강변새마을문고,0,0,0,0
경북 청송군,객주 소설도서관,20000000,1400000,2000000,23400000
경북 경산시,경동북문고,0,0,0,0
경북 경산시,계양작은도서관,4000000,0,300000,4300000
경북 김천시,고래실 작은도서관,8100000,9000000,4800000,21900000
경북 고령군,고령새마을문고,0,0,0,0
경북 경주시,고맙습니다해송작은도서관,1104380,0,1196000,2300380
경북 칠곡군,공원새마을작은도서관,2600000,2400000,2000000,7000000
경북 포항시,구룡포 작은도서관,0,0,0,0
경북 포항시,구룡포읍 미르아라작은도서관,5000000,9000000,0,14000000
경북 포항시,구룡포읍민도서관,1560000,0,0,1560000
경북 군위군,군위군 새마을문고,4000000,0,4000000,8000000
경북 울진군,근남 작은도서관,1500000,19699840,9494160,30694000
경북 영주시,글마루,0,0,0,0
경북 구미시,글마루 새마을문고,1500000,0,900000,2400000
경북 고령군,금류새마을문고,0,0,0,0
경북 의성군,금성문고,0,0,0,0
경북 칠곡군,금암새마을작은도서관,0,0,0,0
경북 영천시,금창작은도서관,0,0,0,0
경북 영덕군,금호작은도서관,500000,0,500000,1000000
경북 포항시,기계면 버드내작은도서관,5000000,9169600,0,14169600
경북 울진군,기성작은도서관,1500000,21396000,10242000,33138000
경북 김천시,김산고을 작은도서관,8100000,9000000,4800000,21900000
경북 김천시,김천제일문고,300000,1200000,500000,2000000
경북 성주군,꿈과 쉼터,2000000,0,0,2000000
경북 김천시,꿈앤들 작은도서관,8100000,9000000,4800000,21900000
경북 고령군,꿈을 실은 도서관,0,0,0,0
경북 문경시,꿈을키우는문고,2500000,0,0,2500000
경북 칠곡군,남광새마을작은도서관,0,0,0,0
경북 봉화군,내일학교도서관,0,0,0,0
경북 포항시,농어촌두란노도서관,900000,0,0,900000
경북 영천시,늘푸른쉼터(아동도서실),0,0,145150,145150
경북 구미시,다봉새마을문고,2300000,0,100000,2400000
경북 의성군,다인문고,1000000,0,0,1000000
경북 영천시,단포작은도서관,2000000,12260000,115000,14375000
경북 김천시,달봉산 작은도서관,8100000,9000000,4800000,21900000
경북 칠곡군,대동다숲새마을작은도서관,3000000,0,10200000,13200000
경북 포항시,대명 작은도서관,0,0,0,0
경북 포항시,대송면 큰솔작은도서관,5000000,9000000,0,14000000
경북 칠곡군,대화새마을작은도서관,0,0,10700000,10700000
경북 포항시,대흥좋은나무도서관,8000000,0,0,8000000
경북 영천시,덕암문고,0,0,0,0
경북 경산시,도담도담작은도서관,30000000,10400000,9920000,50320000
경북 칠곡군,동명작은도서관,30000000,2604000,8630000,41234000
경북 문경시,동성마을문고,2000000,0,0,2000000
경북 포항시,동해사랑 작은도서관,900000,0,0,900000
경북 칠곡군,두성새마을작은도서관,0,0,300000,300000
경북 포항시,두호동 두무치작은도서관,5000000,9000000,0,14000000
경북 포항시,두호동 책이랑바다랑,5000000,9000000,0,14000000
경북 구미시,등대작은도서관,1200000,0,6000000,7200000
경북 구미시,뜨란채새마을문고,1000000,0,3326000,4326000
경북 의성군,르네상스문흥작은도서관,0,0,4418270,4418270
경북 안동시,마뜰작은도서관,0,0,0,0
경북 영천시,망정작은도서관,4000000,6500000,115000,10615000
경북 칠곡군,매원새마을작은도서관,300000,0,700000,1000000
경북 안동시,먼달작은도서관,3000000,200000,1953840,5153840
경북 영천시,무지개 작은 영어도서관,800000,0,300000,1100000
경북 영천시,문내행복도서관,0,0,0,0
경북 봉화군,물야면새마을문고,0,0,0,0
경북 봉화군,법전면새마을문고,0,0,0,0
경북 영천시,별빛문고,0,0,0,0
경북 영천시,별빛작은도서관,590000,0,330000,920000
경북 김천시,보랏빛꿈 작은도서관,8100000,9000000,4800000,21900000
경북 의성군,복사골 작은도서관,0,0,500000,500000
경북 봉화군,봉성면새마을문고,0,0,0,0
경북 봉화군,봉화읍새마을문고,500000,0,0,500000
경북 칠곡군,부영새마을 작은도서관,1300000,0,500000,1800000
경북 포항시,부조 작은도서관,1560000,0,0,1560000
경북 칠곡군,북삼삼주새마을작은도서관,2000000,6000000,2000000,10000000
경북 칠곡군,북삼새마을작은도서관,0,0,0,0
경북 칠곡군,북삼현대새마을작은도서관,1000000,0,38000000,39000000
경북 영천시,북안 버들숲 작은도서관,2000000,6150000,3544000,11694000
경북 포항시,브니엘 영어도서관,3000000,7200000,9000000,19200000
경북 경산시,사랑이 꽃피는 작은 도서관,100000,0,0,100000
경북 구미시,삼구트리니엔새마을작은도서관,0,0,0,0
경북 김천시,삼산이수 작은도서관,8100000,9000000,4800000,21900000
경북 칠곡군,삼성새마을작은도서관,0,0,0,0
경북 칠곡군,삼청새마을작은도서관,350000,5736000,914000,7000000
경북 포항시,상대동 큰섬마을작은도서관,5000000,9169600,0,14169600
경북 봉화군,상운면새마을문고,0,0,0,0
경북 의성군,새마을문고센터,2000000,0,0,2000000
경북 포항시,새벽이슬 작은도서관,300000,0,0,300000
경북 군위군,생각마루도서관,2000000,0,2400000,4400000
경북 영천시,서부동 작은도서관,1000000,0,0,1000000
경북 성주군,성주읍새마을문고,1140000,0,0,1140000
경북 구미시,소나무새마을문고,0,0,0,0
경북 구미시,소롯골 새마을문고,1567150,0,5972740,7539890
경북 포항시,송도동 솔향작은도서관,5000000,9169600,0,14169600
경북 영양군,수비면작은도서관,1000000,13920000,13525000,28445000
경북 고령군,숲속의옹달샘도서관,0,0,2000000,2000000
경북 포항시,신광면 비학산작은도서관,5000000,9000000,0,14000000
경북 구미시,신나리새마을문고,600000,0,1800000,2400000
경북 경산시,아가페문고,1000000,0,2000000,3000000
경북 구미시,아너스새마을문고,2000000,0,3000000,5000000
경북 경산시,아름드리도서관,0,0,30000,30000
경북 안동시,안동 옥동7주공 마을문고,3000000,0,0,3000000
경북 칠곡군,약목삼주새마을작은도서관,2700000,4850000,3290300,10840300
경북 칠곡군,약목새마을작은도서관,1000000,0,0,1000000
경북 경주시,양남 꿈마루 작은도서관,1000000,10425000,1624600,13049600
경북 경주시,양북 꿈마루 작은도서관,1000000,10425000,4288000,15713000
경북 포항시,양학동 부학작은도서관,5000000,9169600,0,14169600
경북 칠곡군,어울림새마을작은도서관,600000,0,600000,1200000
경북 구미시,에덴문고,2538040,0,894120,3432160
경북 포항시,연일읍 미르작은도서관,5000000,9000000,0,14000000
경북 포항시,연일읍 해돋이작은도서관,5000000,9000000,0,14000000
경북 영주시,영주상망작은도서관,10000000,9003500,2000000,21003500
경북 영주시,영주새마을문고,10600000,0,0,10600000
경북 영주시,영주휴천작은도서관,10000000,9003500,2000000,21003500
경북 구미시,예강문고,400000,0,2300000,2700000
경북 영덕군,예주작은도서관,4000000,0,0,4000000
경북 예천군,예천군새마을도서관,2000000,0,0,2000000
경북 칠곡군,오성새마을작은도서관,0,0,9900000,9900000
경북 포항시,오천읍 그루터기작은도서관,5000000,9000000,0,14000000
경북 포항시,오천읍 해와달작은도서관,5000000,9000000,0,14000000
경북 안동시,옥동삼성1차새마을문고,0,0,0,0
경북 울진군,온정작은도서관,1500000,21354000,10000000,32854000
경북 포항시,용흥동 솔개재작은도서관,5000000,9169600,0,14169600
경북 구미시,우림필유새마을문고,335460,0,1812600,2148060
경북 포항시,우방비치타운 도서실,0,0,0,0
경북 구미시,우방신세계문고,2177320,0,1644730,3822050
경북 칠곡군,우방신천지새마을작은도서관,1700000,9600000,2500000,13800000
경북 울진군,울진작은도서관,1500000,20766000,12697000,34963000
경북 울진군,원남작은도서관,1500000,19296000,8930000,29726000
경북 구미시,원평으뜸 작은도서관,5000000,14840000,13431000,33271000
경북 구미시,원호 대우 새마을 문고,2000000,0,2000000,4000000
경북 구미시,원호푸르지오새마을문고,0,0,3000000,3000000
경북 포항시,유강영어도서관,5000000,3200000,10800000,19000000
경북 경산시,은혜로도서관,3000000,0,2000000,5000000
경북 포항시,이팝문고,0,0,0,0
경북 김천시,일터누리 작은도서관,8100000,6000000,4800000,18900000
경북 김천시,자두꽃 작은도서관,8100000,9000000,4800000,21900000
경북 포항시,장량동 꿈마루 작은도서관,5000000,9000000,0,14000000
경북 포항시,장량동 다솜작은도서관,5000000,9000000,0,14000000
경북 포항시,장량동 참사랑작은도서관,5000000,9000000,0,14000000
경북 포항시,장량동 해뜰참 작은도서관,5000000,9000000,0,14000000
경북 포항시,장량동 햇살작은도서관,5000000,9000000,0,14000000
경북 구미시,장원새마을문고,0,0,0,0
경북 봉화군,재산작은도서관,0,0,0,0
경북 의성군,재활용센터문고,2000000,8400000,0,10400000
경북 구미시,점보 새마을작은도서관,0,0,0,0
경북 안동시,정하동화성드림파크작은도서관,0,1200000,0,1200000
경북 포항시,죽도동 맑은물작은도서관,5000000,9169600,0,14169600
경북 포항시,죽도동 청암작은도서관,5000000,9169600,0,14169600
경북 포항시,죽장면 선바위작은도서관,5000000,9000000,0,14000000
경북 포항시,죽장면 참느리 작은도서관,5000000,9000000,0,14000000
경북 칠곡군,지천면새마을문고 작은도서관,0,0,0,0
경북 경산시,진량작은도서관,30000000,1040000,5040000,36080000
경북 경산시,징검다리작은도서관,0,0,300000,300000
경북 영천시,창신푸른문고(푸른마을문고),0,0,0,0
경북 포항시,창포종합사회복지관 작은도서관,1560000,0,0,1560000
경북 경산시,책나무작은도서관,2000000,0,7500000,9500000
경북 성주군,천지빛깔,1500000,0,600000,2100000
경북 청송군,청경 작은 도서관,3400000,0,0,3400000
경북 청도군,청도작은도서관,2000000,16672000,29784000,48456000
경북 포항시,청림동 찬내작은도서관,5000000,9000000,0,14000000
경북 포항시,청림동 푸른숲작은도서관,5000000,9000000,0,14000000
경북 구미시,청마루문고,2000000,0,0,2000000
경북 예천군,청소년수련관내작은도서관,2500000,0,0,2500000
경북 청송군,청솔 작은도서관,9600000,0,4089000,13689000
경북 예천군,청운도서관,2000000,0,0,2000000
경북 포항시,청하면 해아작은도서관,5000000,9000000,0,14000000
경북 봉화군,춘양면새마을문고,0,0,0,0
경북 김천시,큰숲 작은도서관,8100000,9000000,4800000,21900000
경북 구미시,파라디아작은도서관,0,0,0,0
경북 구미시,파크 새마을작은도서관,1500000,0,500000,2000000
경북 울진군,평해작은도서관,1500000,19254000,10471000,31225000
경북 포항시,포항가은문고,0,0,0,0
경북 포항시,포항중앙도서관,6000000,0,0,6000000
경북 김천시,푸름찬 작은도서관,8100000,9000000,4800000,21900000
경북 예천군,풍양면 새마을문고,0,0,0,0
경북 포항시,하늘빛 마을문고,200000,16800000,0,17000000
경북 영천시,하늘소망문고,0,0,0,0
경북 안동시,하늘씨앗어린이도서관,3000000,17000000,2000000,22000000
경북 구미시,하늘채 새마을 문고,574300,0,2258400,2832700
경북 구미시,한누리새마을문고,1400000,0,1600000,3000000
경북 구미시,한빛새마을문고,0,0,0,0
경북 칠곡군,한빛새마을작은도서관,1000000,0,13000000,14000000
경북 영주시,한성문고,200000,0,0,200000
경북 칠곡군,한솔솔파크새마을작은도서관,1000000,0,800000,1800000
경북 영주시,한우리독서논술중앙지부,150000,0,0,150000
경북 영주시,한우리독서문화운동영주지부,250000,0,0,250000
경북 김천시,함께하는도서관,600000,0,1200000,1800000
경북 상주시,함창읍작은도서관,5000000,0,8920000,13920000
경북 포항시,해도동 바다섬작은도서관,5000000,9000000,0,14000000
경북 영덕군,해맑은작은도서관,0,0,200000,200000
경북 구미시,해평누리작은도서관,5000000,14840000,13431000,33271000
경북 경산시,헤세드문고,0,0,0,0
경북 경주시,현곡 꿈마루 작은도서관,1000000,10425000,1288000,12713000
경북 청송군,현서면 작은도서관,2000000,12000000,6160000,20160000
경북 칠곡군,혜원성모병원새마을작은도서관,0,0,0,0
경북 칠곡군,화성파크새마을작은도서관,700000,0,9000000,9700000
경북 포항시,환여 해맞이꿈터도서관,5000000,9000000,0,14000000
경북 포항시,환여동 환호어린이작은도서관,5000000,9000000,0,14000000
경북 포항시,효곡동 열린작은도서관,5000000,9000000,0,14000000
경북 포항시,효곡동 행복작은도서관,5000000,9000000,0,14000000
경북 포항시,효곡동그린숲작은도서관,5000000,9000000,0,14000000
경북 구미시,휴먼시아새마을문고,100000,0,500000,600000
경북 칠곡군,휴먼시아새마을작은도서관,100000,0,100000,200000
경북 영주시,휴천1동작은도서관,0,0,0,0
경북 포항시,흥해읍 내맏이작은도서관,5000000,9000000,0,14000000
경북 포항시,흥해읍 어리골작은도서관,5000000,9000000,0,14000000
경북 포항시,흥해읍 이팝작은도서관,5000000,9000000,0,14000000
경북 포항시,흥해읍 참새미 작은도서관,5000000,9000000,0,14000000
경북 문경시,흰종검글 마을도서관,2500000,18000000,500000,21000000
광주 남구,5.18민주인권작은도서관,500000,2500000,1500000,4500000
광주 남구,5단지솔빛작은도서관,5400000,4200000,6800000,16400000
광주 북구,CUM역사도서관,1200000,2400000,10000000,13600000
광주 북구,ESR작은도서관,3350000,23160000,3000000,29510000
광주 광산구,RIVER,0,0,0,0
광주 북구,가람문고,2000000,6000000,4000000,12000000
광주 북구,각화문고,0,0,0,0
광주 북구,강변문고,1000000,700000,0,1700000
광주 서구,강아지똥어린이도서관,4000000,7200000,1440000,12640000
광주 북구,개똥벌레어린이도서관,1000000,700000,1000000,2700000
광주 광산구,거성북카페,1200000,8400000,3000000,12600000
광주 남구,건강보험zone작은도서관,0,0,1000000,1000000
광주 서구,건강한 도서관,950000,0,1350000,2300000
광주 북구,건국작은도서관,300000,0,0,300000
광주 동구,계림두산위브작은도서관,2400000,3000000,3000000,8400000
광주 서구,고맙습니다 아리솔작은도서관,1400000,3000000,1100000,5500000
광주 북구,고맙습니다.두암3동 작은도서관,1977360,1940000,4070000,7987360
광주 광산구,광산문고,0,0,0,0
광주 서구,광주광역시청소년문화의집미소책방,1900000,0,0,1900000
광주 광산구,광주세계다문화,1000000,9600000,1000000,11600000
광주 북구,광주아름다운작은도서관,0,0,0,0
광주 광산구,광주유통센터,0,0,0,0
광주 서구,광주제일교회 도서관,4000000,8400000,0,12400000
광주 서구,광주천 사계 작은도서관,4400000,8000000,2400000,14800000
광주 서구,광천사랑숲 작은도서관,500000,0,0,500000
광주 동구,교육원도서관,2000000,15000000,1500000,18500000
광주 광산구,구름다리작은도서관,1800000,1200000,4000000,7000000
광주 북구,그리심작은도서관,6300000,0,0,6300000
광주 서구,글마루 작은도서관,500000,200000,100000,800000
광주 광산구,글마루작은도서관,0,3600000,0,3600000
광주 남구,금당작은도서관,0,0,0,0
광주 서구,금호2동 작은도서관,0,0,0,0
광주 서구,금호대우아파트 작은도서관,899910,1400000,0,2299910
광주 남구,기린작은도서관,3000000,3000000,24000000,30000000
광주 북구,기쁘고 즐거운 도서관,1000000,0,6000000,7000000
광주 서구,기아꿈터어린이도서관,2300000,12000000,1200000,15500000
광주 광산구,길북,250000,0,500000,750000
광주 서구,꾸니꾸니 꿈꾸는 작은도서관,1000000,0,3000000,4000000
광주 서구,꿈 일굼터 도서관,1400000,1400000,700000,3500000
광주 광산구,꿈꾸는 도서관,1000000,0,2000000,3000000
광주 북구,꿈꾸는 아이들,1000000,0,0,1000000
광주 북구,꿈나무도서관,0,0,0,0
광주 광산구,꿈나무도서관,0,0,0,0
광주 북구,꿈나무작은도서관,5000000,0,0,5000000
광주 광산구,꿈드림작은도서관,2266000,2900000,2362600,7528600
광주 광산구,꿈마루작은도서관,1000000,6000000,120000,7120000
광주 서구,꿈빛 도서관,1400000,0,2100000,3500000
광주 남구,꿈사랑작은도서관 ,600000,0,4200000,4800000
광주 북구,꿈이든 작은도서관,3000000,12000000,500000,15500000
광주 북구,꿈이있는작은도서관,170000,0,150000,320000
광주 남구,꿈이커가는봉선작은도서관,0,0,0,0
광주 광산구,꿈작은 도서관,3000000,0,0,3000000
광주 남구,꿈쟁이작은도서관,0,0,0,0
광주 광산구,꿈쟁이작은도서관,0,1200000,1200000,2400000
광주 남구,꿈트리작은도서관,0,0,0,0
광주 북구,꿈틀어린이 작은도서관,2000000,0,0,2000000
광주 광산구,나눔의집작은도서관,3500000,2350000,1750000,7600000
광주 광산구,나눔의집작은도서관,0,0,2500000,2500000
광주 서구,내방마루작은도서관,2500000,3600000,2000000,8100000
광주 북구,누리두리 작은도서관,500000,5000000,5000000,10500000
광주 북구,늘빛 작은도서관,280000,0,220000,500000
광주 광산구,늘푸른꿈,100000,0,300000,400000
광주 서구,늘푸른작은도서관,3000000,26000000,6000000,35000000
광주 광산구,늘푸른작은도서관,2000000,2000000,2000000,6000000
광주 북구,늘해랑 작은도서관,2000000,0,1200000,3200000
광주 북구,늘행복한작은도서관,4000000,6000000,5600000,15600000
광주 광산구,다사로움작은도서관,0,0,0,0
광주 북구,다솜울작은도서관,1600000,0,4550000,6150000
광주 광산구,다솜작은도서관,0,0,1000000,1000000
광주 북구,단비도서관,5200000,0,9426000,14626000
광주 남구,달뫼마을작은도서관,0,0,0,0
광주 동구,대안도서관틔움,2000000,0,5000000,7000000
광주 북구,대원작은도서관,0,0,0,0
광주 동구,대인작은도서관,100000,0,600000,700000
광주 서구,대주파크빌작은도서관,0,0,0,0
광주 광산구,더불어락작은도서관,3199300,0,0,3199300
광주 광산구,도깨비어린이도서관,3000000,2400000,7200000,12600000
광주 북구,도담도담어린이도서관,0,0,0,0
광주 광산구,도래샘작은도서관,1200000,4800000,3600000,9600000
광주 광산구,도산동문고,680000,4800000,4520000,10000000
광주 동구,동구문화센터작은도서관,2680000,4755310,2000000,9435310
광주 북구,동림동작은도서관,2096800,1860000,6330000,10286800
광주 북구,동림작은도서관,0,0,0,0
광주 북구,동이트는작은도서관,5000000,5400000,16350000,26750000
광주 서구,동천동작은도서관,1400000,0,0,1400000
광주 서구,동천마을6단지작은도서관,200000,900000,300000,1400000
광주 남구,두란노꿈나무작은도서관,0,0,450000,450000
광주 남구,두란노작은도서관,2200000,9000000,6400000,17600000
광주 서구,두란노작은도서관,1000000,6000000,12000000,19000000
광주 북구,두암1동작은도서관,1977360,1600000,3970000,7547360
광주 북구,두암문고,0,0,0,0
광주 남구,드림작은도서관,0,0,0,0
광주 북구,들꽃도서관,2800000,0,3750000,6550000
광주 북구,땅콩마당 작은도서관,0,0,0,0
광주 광산구,똥강아지어린이작은도서관,5000000,0,12000000,17000000
광주 남구,로뎀작은도서관,500000,5000000,240000,5740000
광주 남구,리움작은도서관,980000,0,2520000,3500000
광주 서구,마을도서관 다락,3000000,1200000,2000000,6200000
광주 광산구,마음영어도서관,0,0,5000000,5000000
광주 북구,마중물 작은도서관,1500000,0,8500000,10000000
광주 서구,만남작은도서관,900000,1000000,1500000,3400000
광주 광산구,맑은샘작은도서관,5000000,0,2400000,7400000
광주 북구,망월도서관,500000,0,1000000,1500000
광주 북구,매곡동작은도서관,297360,0,0,297360
광주 북구,매곡작은도서관,1200000,1400000,550000,3150000
광주 동구,메트로열린도서관,0,0,7000000,7000000
광주 남구,멘토링도서관,1200000,0,0,1200000
광주 북구,모해작은도서관,1000000,0,0,1000000
광주 광산구,목련마을작은도서관,3500000,0,3000000,6500000
광주 광산구,목련어울림,0,400000,100000,500000
광주 광산구,목우작은도서관,1000000,4000000,5000000,10000000
광주 서구,무등 작은도서관,1400000,1400000,700000,3500000
광주 남구,무등지역아동센터작은도서관,0,0,0,0
광주 광산구,무양서원,3000000,0,1500000,4500000
광주 북구,무지개 작은도서관,1400000,0,3850000,5250000
광주 남구,무지개문고,0,0,0,0
광주 북구,무진교육문화센터문고,500000,0,0,500000
광주 북구,문산 작은도서관,600000,10000000,1000000,11600000
광주 북구,문흥2동작은도서관,1937600,2200000,6280000,10417600
광주 북구,문흥골문고,330000,0,170000,500000
광주 북구,문흥작은도서관,1002360,1200000,197911,2400271
광주 남구,물빛공원작은도서관,2900000,7840000,7190000,17930000
광주 남구,미래작은도서관,0,0,0,0
광주 광산구,미래작은문고,1000000,0,4000000,5000000
광주 남구,민들레작은도서관,681000,2100000,2428596,5209596
광주 북구,바람개비문고,500000,0,1200000,1700000
광주 북구,밝은마음문고,0,0,0,0
광주 남구,방림2동작은도서관,1200000,11400000,7900000,20500000
광주 남구,방림휴먼시아 작은도서관,897400,0,2630000,3527400
광주 남구,방젯골어린이작은도서관,2000000,7001000,832330,9833330
광주 북구,배움 나무 작은도서관,1000000,0,6000000,7000000
광주 동구,백암문고,0,0,1000000,1000000
광주 남구,백운3반딧불작은도서관,700000,1600000,700000,3000000
광주 북구,백합 작은도서관,0,0,2000000,2000000
광주 서구,버들도서관,1400000,0,700000,2100000
광주 북구,벧엘작은도서관,100000,0,0,100000
광주 서구,복지도서관(푸른빛),0,0,0,0
광주 광산구,본량동작은도서관,0,0,0,0
광주 광산구,북마실&이레작은도서관,2000000,600000,500000,3100000
광주 동구,북카페 영어작은도서관,0,2000000,0,2000000
광주 남구,북카페작은도서관,1000000,0,1000000,2000000
광주 서구,브니엘문고,0,0,0,0
광주 광산구,비아까망이작은도서관,1000000,0,450000,1450000
광주 광산구,비전작은도서관,300000,2300000,700000,3300000
광주 북구,빛고을 두암문고,0,0,0,0
광주 서구,빛고을도서관,1000000,500000,500000,2000000
광주 남구,사과나무작은도서관,0,0,0,0
광주 북구,사랑나눔 작은도서관,1000000,500000,4800000,6300000
광주 광산구,사랑나눔작은도서관,5000000,1500000,2000000,8500000
광주 남구,사랑모아작은도서관,0,0,0,0
광주 북구,사랑의 문고,0,0,0,0
광주 북구,사랑의 카페,0,0,0,0
광주 광산구,사랑의문고,0,0,0,0
광주 남구,사랑작은도서관,900000,4080000,1520000,6500000
광주 남구,사랑하는사람들,0,0,0,0
광주 북구,사임당작은도서관,1000000,1400000,200000,2600000
광주 남구,사직문고,0,0,800000,800000
광주 동구,산수중앙작은도서관,850000,600000,1800000,3250000
광주 광산구,산정작은도서관,100000,0,1000000,1100000
광주 북구,삼각동작은도서관,1737360,0,2760000,4497360
광주 남구,상록문고,0,0,2200000,2200000
광주 서구,상무작은도서관,700000,0,0,700000
광주 광산구,상정쉼마루작은도서관,0,0,200000,200000
광주 광산구,새로운작은도서관,500000,0,2500000,3000000
광주 남구,새마을작은도서관,0,0,14514540,14514540
광주 광산구,새물결작은도서관,520000,0,1200000,1720000
광주 북구,새생명작은도서관,300000,0,0,300000
광주 북구,새싹을의글방 두암2동작은도서관,1977360,1940000,4170000,8087360
