지역,도서관명,건물면적,열람석,PC 유무,관리자용 컴퓨터,이용자용 컴퓨터
서울 구로구,둘레길 작은도서관(천왕 4단지),170,30,있다,1,0
서울 동대문구,둥그레문고,148,20,있다,1,0
서울 강서구,등마루골 작은도서관,162,56,있다,1,2
서울 강서구,등불작은도서관,137,30,있다,1,1
서울 강서구,등촌아이파크 도서관,214,44,없다,0,0
서울 도봉구,라온제나 작은도서관,85,40,있다,1,2
서울 강서구,람원도서관,82,15,있다,1,1
서울 성북구,래미안 석관북카페,78,20,있다,1,1
서울 동작구,래미안상도3차아파트문고,131,30,없다,0,0
서울 중랑구,로뎀문고,60,8,있다,1,1
서울 구로구,로즈빌도서관,37,14,없다,0,0
서울 강동구,롯데캐슬도서관,168,80,있다,1,0
서울 은평구,롯데캐슬문고,48,32,있다,1,0
서울 서초구,리본SH 작은도서관,68,30,있다,1,1
서울 양천구,마을도서관(학마을2단지),116,30,있다,1,0
서울 성동구,마장동 작은도서관,46,20,있다,1,1
서울 구로구,마중물 도서관,35,6,없다,0,0
서울 송파구,마천1동새마을문고,50,12,있다,1,0
서울 중랑구,만나문고,50,20,있다,1,1
서울 금천구,맑은누리 작은도서관,99,24,있다,1,0
서울 은평구,매바위 북카페,33,26,있다,1,2
서울 노원구,메아리작은도서관,121,14,있다,2,2
서울 강동구,명일2동 마을문고,33,6,있다,1,0
서울 서대문구,명지어린이영어도서관,76,22,있다,0,5
서울 양천구,목1동 도서방,63,12,있다,1,0
서울 양천구,목3동꿈자람작은도서관,168,50,있다,2,1
서울 양천구,목4동 도서방,111,13,있다,1,0
서울 성북구,목자도서관,45,20,있다,1,0
서울 구로구,몽당연필도서관,49,36,있다,0,1
서울 종로구,무악다솜방,43,30,있다,1,0
서울 은평구,무지개영어도서관,35,16,있다,0,1
서울 성동구,무학도서관,132,80,있다,1,0
서울 영등포구,문래동새마을공립작은도서관,80,50,있다,2,1
서울 송파구,문정1동새마을문고,65,14,있다,1,0
서울 송파구,문정작은도서관,40,10,있다,1,1
서울 서대문구,문화촌어린이도서관,128,33,있다,2,0
서울 은평구,물빛마을글방,44,26,있다,1,2
서울 종로구,뭐든지 도서관,49,12,있다,1,0
서울 금천구,미래꿈꾸는 작은도서관,85,10,없다,0,0
서울 관악구,미성동 책의향기 작은도서관,89,20,있다,2,1
서울 강북구,미아동 새마을문고,34,12,있다,1,0
서울 은평구,바다의별 작은도서관,100,30,있다,1,0
서울 노원구,반디작은도서관,60,6,있다,1,1
서울 영등포구,반딧불어린이도서관,66,30,있다,1,0
서울 도봉구,반딧불이작은도서관,40,15,있다,1,0
서울 강동구,반딧불작은도서관,52,30,있다,1,0
서울 강동구,반석도서관,92,12,있다,1,0
서울 서초구,반포1동 작은도서관,76,10,있다,2,1
서울 서초구,반포2동 작은도서관,49,20,있다,1,2
서울 서초구,반포3동 작은도서관,126,50,있다,1,3
서울 서초구,반포4동 작은도서관,75,32,있다,1,0
서울 서초구,반포본동 작은도서관,83,33,있다,1,4
서울 강서구,발음도서관,100,94,있다,2,0
서울 강북구,밝은문고,45,10,있다,1,0
서울 강서구,방그리나작은도서관,107,34,있다,2,2
서울 서초구,방배1동 작은도서관,49,20,있다,1,2
서울 서초구,방배2동 작은도서관,55,16,있다,2,0
서울 서초구,방배3동 작은도서관,50,10,있다,1,1
서울 서초구,방배4동 작은도서관,66,8,있다,1,1
서울 서초구,방배마을작은도서관,116,48,있다,1,1
서울 서초구,방배본동 작은도서관,96,10,있다,1,2
서울 송파구,방이1동새마을문고,56,23,있다,1,0
서울 송파구,방이2동새마을문고,50,6,있다,1,0
서울 도봉구,방학1동 공립 작은도서관,105,30,있다,1,1
서울 도봉구,방학2동 공립 작은도서관,60,30,있다,1,1
서울 도봉구,방학3동 공립 작은도서관,269,40,있다,1,4
서울 도봉구,방학청구아파트도서실,189,30,있다,1,0
서울 구로구,배꼽빠지는 도서관,154,45,있다,2,0
서울 강서구,배다리 작은도서관,283,45,있다,1,2
서울 성북구,배바위골도서관,33,12,있다,1,4
서울 은평구,백련산힐스 작은도서관,83,24,있다,1,4
서울 용산구,백합어린이도서관,165,30,있다,1,0
서울 강북구,번1동 새마을문고,35,12,있다,1,0
서울 강북구,번3동 새마을문고,66,14,있다,1,0
서울 강북구,벧엘도서관,265,100,있다,1,0
서울 은평구,벧엘사랑문고,43,18,없다,0,0
서울 성북구,별빛 작은도서관,104,50,있다,1,0
서울 강북구,별빛초롱문고,97,12,있다,1,1
서울 강서구,볏고을작은도서관,94,15,있다,1,0
서울 동작구,보라매e편한세상작은도서관,80,22,있다,1,0
서울 관악구,보라매동 다사랑 작은도서관,67,15,있다,2,1
서울 성북구,보문동 새마을문고,95,25,있다,1,3
서울 마포구,복사골작은도서관,349,30,있다,4,2
서울 은평구,복합문화공간[__틈],60,30,있다,3,1
서울 동작구,본동작은도서관,119,22,있다,2,3
서울 관악구,봉천5동작은문고,99,80,있다,1,1
서울 관악구,봉현 작은 도서관,140,24,있다,2,3
서울 영등포구,북마크 어린이도서관,180,7,있다,1,1
서울 용산구,북카페 두드림,76,20,있다,1,2
서울 용산구,북카페 라온아토,132,34,있다,2,1
서울 용산구,북카페 자유다,65,17,있다,0,1
서울 용산구,북카페 청마루,172,60,있다,1,3
서울 마포구,북트립어린이영어도서관,191,8,있다,5,1
서울 도봉구,북한산아이파크독서당,118,34,있다,1,1
서울 은평구,북한산힐스테이트1차아파트문고,100,20,있다,0,1
서울 은평구,불광2동 자치회관문고(불광2동 주민센터),80,6,있다,0,1
서울 종로구,불교영어도서관,149,40,있다,1,1
서울 관악구,블루밍문고,200,50,있다,1,0
서울 은평구,비전뜰 도서관,105,28,없다,0,0
서울 노원구,빛글북카페,45,6,있다,2,0
서울 송파구,쁘레네 작은도서관 별찌,99,30,있다,1,0
서울 성동구,사근동 어린이놀이터도서관,51,20,있다,1,2
서울 동작구,사당1동마을문고,34,6,있다,1,3
서울 동작구,사당2동마을문고,43,15,있다,1,0
서울 동작구,사당3동마을문고,33,6,있다,1,1
서울 동작구,사당4동마을문고,33,9,있다,0,2
서울 동작구,사당5동마을문고,39,8,있다,1,2
서울 관악구,사랑기쁨도서관,40,12,있다,1,1
서울 은평구,사랑방 작은도서관,71,15,있다,0,1
서울 양천구,사랑방문고(신정이펜5단지),35,12,없다,0,0
서울 금천구,산돌어린이도서관,126,50,있다,1,1
서울 강북구,삼각산동 새마을문고,66,20,있다,1,0
서울 성북구,삼선동 새마을문고,33,6,있다,1,0
서울 성북구,삼선푸르지오 작은도서관,52,25,있다,1,0
서울 강남구,삼성도서관,96,64,있다,2,2
서울 관악구,삼성동 샛별 작은도서관,36,10,있다,2,1
서울 관악구,삼성작은도서관,89,20,있다,2,2
서울 강북구,삼양동 새마을문고,42,6,있다,1,0
서울 송파구,삼전동새마을문고,40,6,있다,1,0
서울 노원구,삼창도서관,55,16,있다,3,1
서울 종로구,삼청공원 숲속도서관,206,40,있다,1,1
서울 종로구,삼청동 새마을문고,34,10,없다,0,0
서울 노원구,상계숲속작은도서관,352,32,있다,1,1
서울 노원구,상계주공14단지아파트 문화사랑방도서실,33,12,있다,1,0
서울 동작구,상도1동마을문고,41,8,있다,1,0
서울 동작구,상도2동마을문고,52,6,있다,1,0
서울 동작구,상도3동마을문고,34,8,있다,1,0
서울 동작구,상도4동마을문고,40,6,있다,1,1
서울 동작구,상도SH-Ville작은도서관,110,12,없다,0,0
서울 동작구,상도더샵아파트 작은도서관,35,20,있다,1,0
서울 동작구,상도중앙 작은도서관,34,14,있다,1,0
서울 은평구,상림글방,71,30,있다,1,2
서울 은평구,상림마을작은도서관,275,50,있다,4,4
서울 마포구,상암동문고,76,40,있다,1,2
서울 마포구,상암월드컵파크11단지도서관,85,12,있다,1,0
서울 마포구,상암월드컵파크7단지도서관,67,18,있다,1,0
서울 강동구,상일동 마을문고,33,10,있다,1,0
서울 구로구,새광명도서관,110,20,없다,0,0
서울 중랑구,새로운어린이도서관,39,8,있다,1,0
서울 중랑구,새마을문고망우3동분회 작은도서관,64,20,있다,1,0
서울 중랑구,새마을문고망우본동분회 작은도서관,92,30,있다,2,0
서울 중랑구,새마을문고면목2동분회 작은도서관,70,8,있다,1,0
서울 중랑구,새마을문고면목3.8동분회 작은도서관,39,28,있다,1,0
서울 중랑구,새마을문고면목4동분회 작은도서관,84,25,있다,1,1
서울 중랑구,새마을문고면목5동분회 작은도서관,52,14,있다,1,0
서울 중랑구,새마을문고면목7동분회 작은도서관,43,6,있다,1,0
서울 중랑구,새마을문고묵1동분회 작은도서관,67,10,있다,1,0
서울 중랑구,새마을문고묵2동분회 작은도서관,48,12,있다,2,3
서울 중랑구,새마을문고상봉1동분회 작은도서관,65,15,있다,1,0
서울 중랑구,새마을문고상봉2동분회 작은도서관,38,14,있다,1,1
서울 중랑구,새마을문고신내1동분회 작은도서관,33,16,있다,1,0
서울 중랑구,새마을문고중화1동분회 작은도서관,48,13,있다,1,2
서울 중랑구,새마을문고중화2동분회 작은도서관,45,20,있다,1,0
서울 도봉구,새마을어린이문고,33,10,있다,1,0
서울 광진구,새빛작은도서관,253,70,있다,1,1
서울 서대문구,새솔도서실,68,20,있다,1,2
서울 서대문구,새싹작은도서관,125,16,있다,2,0
서울 금천구,새재미작은도서관,138,56,있다,1,0
서울 양천구,새희망작은도서관,41,10,있다,1,2
서울 강서구,생각열매 작은도서관,147,45,있다,3,1
서울 송파구,생각쟁이 작은도서관,81,15,있다,1,0
서울 도봉구,생글작은도서관,80,20,있다,1,1
서울 동작구,생명나무도서관,65,6,있다,1,1
서울 성북구,생명의전화종합사회복지관 가족도서관,183,44,있다,1,3
서울 성북구,서경로꿈마루도서관,125,32,있다,3,2
서울 마포구,서교동문고,34,6,있다,1,0
서울 구로구,서남작은 도서관,47,12,있다,1,0
서울 관악구,서림동 글사랑 작은도서관,86,20,있다,2,1
서울 은평구,서문어린이도서관,56,20,있다,0,1
서울 강북구,서영문고,42,12,있다,1,1
서울 구로구,서울가든빌라 도서관,52,14,있다,1,0
서울 구로구,서울남문고,73,12,있다,1,0
서울 용산구,서울비젼문고,50,32,있다,1,2
서울 성북구,서울소망작은도서관,48,31,있다,1,0
서울 성동구,서울제일비젼도서관,165,50,있다,1,1
서울 관악구,서원동 어울 작은도서관,94,20,있다,2,1
서울 강동구,서원마을작은도서관,45,10,있다,1,0
서울 서초구,서초1동 작은도서관,74,6,있다,1,0
서울 서초구,서초2동 작은도서관,364,40,있다,1,1
서울 서초구,서초3동 작은도서관,70,15,있다,1,0
서울 서초구,서초4동 작은도서관,77,12,있다,1,2
서울 서초구,서초어린이책마을,181,10,있다,2,0
서울 성북구,석관동 새마을문고,43,12,있다,1,1
서울 종로구,석천문화관,200,30,있다,3,0
서울 성북구,성광작은도서관,82,30,있다,1,1
서울 강동구,성내1동 마을문고,38,10,있다,1,0
서울 강동구,성내2동 마을문고,48,20,있다,1,0
서울 강동구,성내3동 마을문고,33,15,있다,1,0
서울 동작구,성대골어린이도서관,86,20,있다,1,0
서울 강동구,성대문고,48,20,있다,1,0
서울 성동구,성락도서관,132,60,있다,1,1
서울 마포구,성메 작은도서관,165,20,있다,3,2
서울 성북구,성북동 새마을문고,37,14,있다,1,1
서울 마포구,성산1동문고,50,6,있다,1,0
서울 마포구,성산글마루작은도서관,188,15,있다,3,1
서울 성동구,성수1가2동 작은도서관,35,16,있다,1,0
서울 성동구,성수1가제1동 작은도서관,50,14,있다,1,2
서울 성동구,성수2가제1동 작은도서관,59,16,있다,1,3
서울 성동구,성수2가제3동 작은도서관,99,32,있다,1,1
서울 강북구,성심중앙문고,193,30,있다,1,0
서울 중랑구,성원아파트문고,36,7,없다,0,0
서울 관악구,성현동 파랑새 작은도서관,99,50,있다,3,1
서울 송파구,세계동화 작은도서관,36,18,있다,0,1
서울 강남구,세곡도서관,121,24,있다,2,2
서울 관악구,세광영어도서관,33,20,있다,1,1
서울 성북구,세레니티문고,39,24,없다,0,0
서울 성북구,소곤소곤 왁자지껄,35,15,없다,0,0
서울 송파구,소나무언덕1호 작은도서관,177,38,있다,2,1
서울 송파구,소나무언덕2호작은도서관,329,51,있다,3,3
서울 송파구,소나무언덕4호 작은도서관,246,40,있다,5,3
서울 송파구,소나무언덕잠실본동 작은도서관,510,60,있다,4,2
서울 중구,손기정문화체육센터정보도서관,160,25,있다,2,8
서울 마포구,솔로몬도서관,76,15,있다,1,0
서울 도봉구,솔밭작은도서관,160,30,있다,1,0
서울 은평구,솔빛도서관,97,12,없다,0,0
서울 강서구,송정 작은도서관(공항동),137,30,있다,2,3
서울 강북구,송중동 새마을문고,34,8,있다,1,0
서울 강북구,송천 북카페,101,11,있다,1,0
서울 강북구,송천 아름인 도서관,141,40,있다,1,0
서울 강북구,송천동 새마을문고,58,16,있다,1,1
서울 송파구,송파1동새마을문고,55,20,있다,1,0
서울 송파구,송파2동새마을문고,33,6,있다,1,0
서울 송파구,송파어린이영어 작은도서관,595,40,있다,6,8
서울 송파구,송파파크데일1단지도서관,88,30,있다,1,0
서울 구로구,수궁동 마을문고,67,34,있다,2,0
서울 동작구,수도지역도서관,164,50,없다,0,0
서울 노원구,수락작은도서관,226,39,있다,3,1
서울 강서구,수명산작은도서관,78,60,있다,3,1
서울 은평구,수색장로교회도서관,100,20,있다,1,1
서울 강남구,수서동 작은도서관,33,12,있다,1,1
서울 서초구,수송작은도서관,79,30,있다,1,0
서울 강북구,수유2동 새마을문고,91,15,있다,1,1
서울 강북구,수유3동 새마을문고,33,12,있다,1,0
서울 강북구,수유마을작은도서관,98,30,있다,1,1
서울 종로구,숭인마루 작은도서관,69,16,있다,1,1
서울 관악구,숲속 작은도서관,80,30,있다,1,0
서울 구로구,숲속꿈나무어린이도서관,36,12,있다,1,0
서울 은평구,숲속향기 작은도서관,69,57,있다,2,1
서울 송파구,스토리빈 작은도서관,100,50,있다,1,1
서울 은평구,시니어전문도서관,91,44,있다,0,4
서울 은평구,시루뫼쉼터,114,20,있다,1,0
서울 영등포구,신길1동새마을공립작은도서관,97,25,있다,2,1
서울 영등포구,신길2동 새마을공립작은도서관,50,6,있다,2,1
서울 영등포구,신길3동 새마을공립작은도서관,40,12,있다,2,1
서울 영등포구,신길4동 새마공립작은도서관,36,10,있다,1,1
서울 영등포구,신길5동새마을공립작은도서관,66,14,있다,2,1
서울 영등포구,신길6동 새마을공립작은도서관,96,30,있다,2,1
서울 영등포구,신길7동 새마을 공립작은도서관,39,18,있다,2,1
서울 중랑구,신내 지혜담은 도서관,231,38,있다,2,6
서울 중랑구,신내우디안2단지 나무그늘도서관,222,22,있다,1,2
서울 중구,신당5동 새마을작은도서관,71,34,있다,1,0
