지역,도서관명,연간 증가 장서 수,총 보유 장서 수,연간 증가 연속간행물 수,현재 총 보유 연속간행물 수
서울 성북구,생명의전화종합사회복지관 가족도서관,2222,11838,0,6
서울 성북구,서경로꿈마루도서관,644,8690,0,14
서울 마포구,서교동문고,430,5092,0,0
서울 구로구,서남작은 도서관,238,2023,0,0
서울 관악구,서림동 글사랑 작은도서관,446,5652,0,0
서울 은평구,서문어린이도서관,50,3444,0,0
서울 강북구,서영문고,280,2650,0,0
서울 구로구,서울가든빌라 도서관,146,2259,3,3
서울 구로구,서울남문고,400,10691,0,0
서울 용산구,서울비젼문고,1237,3300,0,0
서울 성북구,서울소망작은도서관,350,1450,0,1
서울 성동구,서울제일비젼도서관,216,2999,5,5
서울 관악구,서원동 어울 작은도서관,320,4920,0,0
서울 강동구,서원마을작은도서관,222,2449,0,0
서울 서초구,서초1동 작은도서관,542,11209,1,1
서울 서초구,서초2동 작은도서관,500,9888,0,0
서울 서초구,서초3동 작은도서관,867,14227,0,0
서울 서초구,서초4동 작은도서관,1193,11044,0,0
서울 서초구,서초어린이책마을,215,21968,10,10
서울 성북구,석관동 새마을문고,229,7093,0,0
서울 종로구,석천문화관,1086,13450,1,8
서울 성북구,성광작은도서관,200,2500,3,10
서울 강동구,성내1동 마을문고,888,11117,0,0
서울 강동구,성내2동 마을문고,374,10105,1,2
서울 강동구,성내3동 마을문고,726,9424,0,0
서울 동작구,성대골어린이도서관,1000,8000,2,2
서울 강동구,성대문고,100,1100,0,0
서울 성동구,성락도서관,1562,7886,0,1
서울 마포구,성메 작은도서관,647,15400,0,8
서울 성북구,성북동 새마을문고,1100,6520,0,0
서울 마포구,성산1동문고,164,5179,0,0
서울 마포구,성산글마루작은도서관,1092,12739,2,9
서울 성동구,성수1가2동 작은도서관,178,3346,0,0
서울 성동구,성수1가제1동 작은도서관,337,7215,1,2
서울 성동구,성수2가제1동 작은도서관,406,7078,1,1
서울 성동구,성수2가제3동 작은도서관,263,10092,0,5
서울 강북구,성심중앙문고,200,2500,1,5
서울 중랑구,성원아파트문고,225,6225,0,0
서울 관악구,성현동 파랑새 작은도서관,389,8453,0,0
서울 송파구,세계동화 작은도서관,500,5400,0,0
서울 강남구,세곡도서관,1659,29899,0,8
서울 관악구,세광영어도서관,300,3000,0,0
서울 성북구,세레니티문고,250,4300,0,2
서울 성북구,소곤소곤 왁자지껄,0,1800,0,0
서울 송파구,소나무언덕1호 작은도서관,1016,16077,0,7
서울 송파구,소나무언덕2호작은도서관,1548,21000,0,8
서울 송파구,소나무언덕4호 작은도서관,1646,15467,11,6
서울 송파구,소나무언덕잠실본동 작은도서관,2239,18060,12,26
서울 중구,손기정문화체육센터정보도서관,1019,22579,0,12
서울 마포구,솔로몬도서관,250,5500,0,2
서울 도봉구,솔밭작은도서관,400,2500,0,0
서울 은평구,솔빛도서관,100,1500,0,0
서울 강서구,송정 작은도서관(공항동),200,4577,0,3
서울 강북구,송중동 새마을문고,340,5000,0,1
서울 강북구,송천 북카페,100,1500,0,0
서울 강북구,송천 아름인 도서관,400,3500,3,4
서울 강북구,송천동 새마을문고,100,7657,5,5
서울 송파구,송파1동새마을문고,300,10354,0,0
서울 송파구,송파2동새마을문고,300,7260,0,0
서울 송파구,송파어린이영어 작은도서관,2223,14032,5,12
서울 송파구,송파파크데일1단지도서관,1000,5000,2,2
서울 구로구,수궁동 마을문고,479,16980,0,0
서울 동작구,수도지역도서관,0,3100,0,0
서울 노원구,수락작은도서관,914,16814,0,0
서울 강서구,수명산작은도서관,6240,6240,15,15
서울 은평구,수색장로교회도서관,500,45200,0,3
서울 강남구,수서동 작은도서관,197,5554,0,0
서울 서초구,수송작은도서관,172,11937,10,10
서울 강북구,수유2동 새마을문고,300,4500,0,0
서울 강북구,수유3동 새마을문고,200,6500,0,0
서울 강북구,수유마을작은도서관,800,4800,18,18
서울 종로구,숭인마루 작은도서관,834,2750,0,0
서울 관악구,숲속 작은도서관,0,3000,0,0
서울 구로구,숲속꿈나무어린이도서관,500,2000,0,7
서울 은평구,숲속향기 작은도서관,1090,3300,1,3
서울 송파구,스토리빈 작은도서관,1000,8000,0,0
서울 은평구,시니어전문도서관,200,2700,5,20
서울 은평구,시루뫼쉼터,200,4089,0,0
서울 영등포구,신길1동새마을공립작은도서관,317,16512,0,0
서울 영등포구,신길2동 새마을공립작은도서관,253,12232,0,0
서울 영등포구,신길3동 새마을공립작은도서관,223,8779,0,0
서울 영등포구,신길4동 새마공립작은도서관,437,8219,0,0
서울 영등포구,신길5동새마을공립작은도서관,454,11706,0,0
서울 영등포구,신길6동 새마을공립작은도서관,392,11940,0,0
서울 영등포구,신길7동 새마을 공립작은도서관,389,8527,0,0
서울 중랑구,신내 지혜담은 도서관,350,4300,2,7
서울 중랑구,신내우디안2단지 나무그늘도서관,5800,6488,0,3
서울 중구,신당5동 새마을작은도서관,437,17391,2,2
서울 중구,신당동 새마을작은도서관,304,18011,6,6
서울 동작구,신대방1동마을문고,361,8176,0,30
서울 동작구,신대방2동마을문고,219,2476,0,0
서울 구로구,신도림 4차마을문고,194,5344,0,0
서울 구로구,신도림 월드메르디앙 어린이 작은도서관,0,1300,0,0
서울 구로구,신도림동 마을문고,714,12793,0,0
서울 구로구,신도림어린이영어작은도서관,1610,11326,0,0
서울 구로구,신도림현대도서관,0,1500,0,0
서울 관악구,신림동 굴렁쇠 작은도서관,415,6414,0,0
서울 관악구,신림푸르지오 도서관,500,6000,0,4
서울 중랑구,신방주문고,200,2400,0,0
서울 은평구,신사1동 도서사랑방,300,1000,0,0
서울 은평구,신사2동 도서사랑방,219,2764,0,0
서울 강남구,신사동 작은도서관,196,5663,0,0
서울 관악구,신사동 해오름 작은도서관,384,6632,0,0
서울 은평구,신사어린이도서관,425,11907,0,6
서울 동작구,신상도문고,1171,3424,4,4
서울 마포구,신수동문고,250,5350,0,0
서울 관악구,신원동 울타리 작은도서관,407,5809,0,0
서울 양천구,신월1동 도서방,258,11345,0,0
서울 양천구,신월2동 도서방,320,10303,0,0
서울 양천구,신월3동 도서방,366,10290,0,0
서울 양천구,신월6동 도서방,423,8136,1,1
서울 양천구,신월7동 도서방,320,8136,0,0
서울 양천구,신월아파트부녀회도서방,0,1415,0,0
서울 중랑구,신일문고,600,3000,0,0
서울 양천구,신정1동 도서방,366,10399,0,0
서울 양천구,신정2동 도서방,309,8875,0,0
서울 양천구,신정3동 도서방(현장민원실),375,13316,0,0
서울 양천구,신정6동 도서방,473,10030,0,0
서울 양천구,신정7동 도서방,323,8552,0,0
서울 도봉구,쌍문1동 공립 작은도서관,480,13365,0,0
서울 도봉구,쌍문2동 공립 작은도서관,480,16386,0,0
서울 도봉구,쌍문3동 공립 작은도서관,480,19192,0,0
서울 도봉구,쌍문4동 공립 작은도서관,480,11700,0,0
서울 송파구,쌍용 북카페,200,1435,0,0
서울 도봉구,씨앗문고,200,3500,0,0
서울 성북구,아가세 작은도서관,1374,3374,0,0
서울 서대문구,아낌없이주는나무,200,4500,0,2
서울 송파구,아름다운 꿈 작은도서관,6000,10000,1,5
서울 송파구,아름다운 작은도서관,200,1290,0,0
서울 도봉구,아름다운도서관,40,4500,0,0
서울 양천구,아름다운도서관,50,2500,3,3
서울 구로구,아름도서관,1400,3500,0,0
서울 성북구,아름드리 작은도서관,500,4160,3,3
서울 마포구,아름드리 작은도서관,769,15707,0,5
서울 광진구,아름드리작은도서관,720,4301,10,10
서울 동대문구,아름숲어린이문고,2182,7637,2,2
서울 강서구,아리향기 작은도서관,219,5233,0,1
서울 은평구,아오스딩도서관,100,5840,0,0
서울 서대문구,아이누리작은도서관,555,11315,0,0
서울 마포구,아이도북센터,83,6502,0,0
서울 광진구,아차산아래 작은도서관 놀자,3560,3560,6,6
서울 성북구,안암동 새마을문고,200,3900,0,0
서울 서대문구,알음알음작은도서관,553,13291,0,0
서울 강동구,암사1동 마을문고,595,13072,0,0
서울 강동구,암사3동 마을문고,588,10448,0,0
서울 강동구,암사종합시장문고,449,4537,0,0
서울 강남구,압구정동 작은도서관,202,8203,0,0
서울 중구,약수동 새마을작은도서관,333,19288,1,9
서울 서초구,양재1동 작은도서관,621,16164,0,0
서울 서초구,양재2동 작은도서관,996,9323,0,0
서울 양천구,양천연세주민문고,600,10000,1,1
서울 영등포구,양평1동 새마을공립작은도서관,256,6329,0,0
서울 영등포구,양평2동 새마을공립작은도서관,404,4351,0,0
서울 광진구,어린이 작은도서관 주영심 나무,200,9900,0,0
서울 종로구,어린이도서관 꿈과쉼,1207,13633,4,4
서울 동대문구,어린이도서관 꿈틀,1813,15748,2,24
서울 중구,어린이도서관 느티나무,977,14272,0,12
서울 은평구,어린이도서관 동네북,1487,9300,0,3
서울 성동구,어린이도서관 책읽는엄마 책읽는 아이,1084,18604,3,9
서울 서대문구,어린이도서관꿈꾸는세상,335,7648,1,1
서울 용산구,어린이아뜰리에,100,5000,0,0
서울 영등포구,언니네작은도서관,1500,5000,0,0
서울 구로구,에델도서관,320,3000,0,0
서울 마포구,에듀까페 맘,176,1867,4,6
서울 영등포구,여의동 새마을공립작은도서관,245,12639,0,0
서울 은평구,역마루작은도서관,149,6949,5,20
서울 강서구,역마을 작은도서관,701,3899,1,15
서울 강남구,역삼2 작은도서관,89,8475,0,0
서울 마포구,연남동문고,230,3691,0,0
서울 용산구,연어린이도서관,4723,4723,0,0
서울 구로구,연지타운1단지작은도서관,1820,1820,0,0
서울 강남구,열린도서관,1942,25321,0,0
서울 노원구,열린작은도서관,869,11258,0,0
서울 마포구,염리동문고,2519,11401,0,0
서울 마포구,염산문고,0,2000,0,4
서울 은평구,영광영재도서관,600,5488,2,5
서울 영등포구,영등포동 새마을공립 작은도서관,266,13097,0,0
서울 영등포구,영등포본동 새마을공립작은도서관,228,7244,0,0
서울 영등포구,영등포새마을구지부공립작은도서관,897,12858,0,0
서울 중랑구,예광독서방,250,2550,2,2
서울 송파구,예꿈틀어린이도서관,432,5621,1,5
서울 종로구,예능도서관,1000,8500,0,0
서울 광진구,예드림문고,705,8955,0,0
서울 은평구,예뜰도서관,540,9003,0,5
서울 강서구,예뜰문고,579,4951,3,4
서울 성동구,예람작은도서관,500,3000,4,6
서울 서초구,예손그루터기,200,1800,0,0
서울 송파구,예인작은도서관,500,2500,1,3
서울 구로구,예향 작은도서관,0,1000,0,0
서울 송파구,오금동새마을문고,300,8159,0,0
서울 구로구,오류1동 마을문고,926,14649,1,1
서울 구로구,오류2동 마을문고,522,11393,0,0
서울 구로구,오류문고,20,4000,1,1
서울 송파구,오륜동새마을문고,300,12350,0,0
서울 강북구,오패산마을공동체마을꿈터도서관,350,3500,2,2
서울 은평구,올리브나무 도서관,1350,5200,2,2
서울 강동구,옹기종기작은도서관,680,7072,2,1
서울 강서구,옹기종기작은도서관,200,4600,0,0
서울 도봉구,옹달샘 작은도서관,0,3300,0,0
서울 강서구,옹달샘 작은도서관,219,6100,0,0
서울 마포구,옹달샘어린이도서관,100,7000,1,5
서울 마포구,와글와글 작은도서관,200,3800,1,3
서울 성동구,왕십리도서관,500,23000,3,9
서울 성동구,왕십리도선동 희망문고,358,5669,1,1
서울 성동구,왕십리제2동 작은도서관,212,2989,1,1
서울 영등포구,요셉의원작은도서관,500,2700,0,0
서울 관악구,용꿈꾸는 작은도서관,3708,16838,4,35
서울 성동구,용답동 어린이작은도서관 ,582,5455,1,1
서울 용산구,용산2가동 새마을문고,234,9083,7,7
서울 용산구,용산e편한세상 북카페,400,4200,0,0
서울 동대문구,용신동 열린문고,52,4052,0,0
서울 강북구,우리동네작은도서관,288,5698,6,10
서울 성북구,우리들문고,142,2138,1,1
서울 강서구,우리작은도서관,100,3200,3,3
서울 서초구,우면SH작은도서관,100,5000,3,3
서울 은평구,우물골 8단지 작은 도서관,285,3100,0,0
서울 은평구,우물골 마슬 문고,300,2500,0,0
서울 은평구,우물골제4작은도서관(큰꿈작은도서관),300,3000,0,8
서울 강북구,우이동 새마을문고,295,4050,0,0
서울 강서구,우장산동작은도서관,0,0,0,0
서울 서대문구,원천어린이도서관,300,12000,0,0
서울 성북구,월곡1동 새마을문고,198,1778,0,0
서울 송파구,위례24단지 작은도서관,3000,3000,1,1
서울 서초구,육아정책연구소 자료실,555,6140,3,81
서울 서초구,윤봉길새책도서관,900,2800,4,4
서울 은평구,은광교회도서관,401,8500,0,3
서울 구로구,은성도서관,700,2000,0,4
서울 관악구,은천2단지작은도서관,480,9876,0,0
서울 관악구,은천동 한울작은도서관,392,13733,0,0
서울 은평구,은평뉴타운 구파발 9단지 도서관,390,3900,0,0
서울 은평구,은평뉴타운 구파발9단지 제1관리소도서관,268,2220,0,0
서울 은평구,은평뉴타운 마고정2단지 문고,1000,3500,3,3
서울 은평구,은평뉴타운 상림마을 제7단지문고,276,5298,0,2
서울 은평구,은평뉴타운 상림마을14단지마을문고,300,3000,1,1
서울 은평구,은평뉴타운5단지문고,10,4000,0,0
서울 은평구,은평어린이영어도서관,796,13134,0,0
서울 금천구,은행나무어린이도서관,400,9700,1,5
서울 양천구,은행정마을북카페,400,3600,4,4
서울 중랑구,은혜의숲 작은도서관,3000,6000,1,1
서울 성동구,응봉동 어린이 작은도서관,169,5746,1,1
서울 은평구,응암1동 은평문화의집 작은도서관,100,11010,0,0
서울 은평구,응암3동 도서사랑방,96,2500,0,0
서울 은평구,응암도서관,543,14157,0,2
서울 구로구,이니텍도서관,724,6224,0,0
서울 양천구,이레문고,225,3000,2,2
서울 동대문구,이문1동 꿈꾸는 작은도서관,4989,4989,0,0
서울 동대문구,이문어린이도서관(숲속작은도서관),713,5713,0,12
서울 동대문구,이문체육문화센터 어린이도서관,545,18818,7,7
서울 송파구,이사랑나눔도서관,200,5250,2,7
서울 용산구,이태원2동새마을문고,260,16000,0,0
서울 종로구,이화마을 작은도서관,816,5977,0,0
서울 은평구,인덕문고,198,4134,0,22
서울 관악구,인헌동 보물섬 작은도서관,416,16722,0,0
서울 강남구,일원본동 작은도서관,206,8668,0,0
서울 광진구,자양1동 새마을작은도서관,416,10015,0,0
서울 광진구,자양2동 새마을작은도서관,200,9146,0,0
서울 광진구,자양3동 새마을작은도서관,415,4968,0,0
서울 광진구,자양4동 새마을작은도서관,250,9585,0,0
서울 노원구,작고행복한청구3차도서관,200,3458,1,1
서울 종로구,작은도서관 삼봉서랑,731,10580,0,0
서울 동대문구,작은도서관 책놀이터,8314,8135,1,1
서울 강북구,작은도서관 책이랑놀자,338,6000,0,5
서울 도봉구,작은도서관 책읽는사람들,500,11000,2,2
서울 강북구,작은도서관 함께놀자,300,3800,0,5
서울 강서구,작은샘작은도서관,583,3533,1,8
서울 송파구,잠실3동새마을문고,300,8093,0,0
