지역,도서관명,상호대차 유무,순회사서 유무,지원 여부,지원인력,지원예산,지원장서,지원프로
경기 남양주시,꿈 이안 작은도서관,그렇다,그렇지 않다,그렇다,0,6800000,510,1
경기 성남시,꿈&휴도서관,그렇다,그렇지 않다,그렇다,0,0,151,3
경기 남양주시,꿈그린작은도서관,그렇지 않다,그렇지 않다,그렇다,0,0,826,0
경기 안양시,꿈꾸는,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 하남시,꿈꾸는 달팽이 작은도서관,그렇지 않다,그렇지 않다,그렇다,0,4000000,0,0
경기 하남시,꿈꾸는 에코 작은도서관 ,그렇지 않다,그렇지 않다,그렇다,0,6000000,0,0
경기 용인시,꿈꾸는 작은도서관,그렇지 않다,그렇지 않다,그렇다,0,3000000,108,1
경기 안산시,꿈꾸는 작은도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 광명시,꿈꾸는나무 작은도서관,그렇지 않다,그렇지 않다,그렇다,0,5250000,416,10
경기 화성시,꿈꾸는도서관,그렇지 않다,그렇지 않다,그렇다,0,7000000,99,2
경기 연천군,꿈꾸는문고,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 부천시,꿈꾸는새싹도서관,그렇다,그렇지 않다, ,0,0,0,0
경기 구리시,꿈꾸는작은도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 파주시,꿈꾸는작은도서관,그렇지 않다,그렇지 않다,그렇다,0,3000000,0,0
경기 화성시,꿈나래문고 작은도서관,그렇지 않다,그렇지 않다,그렇다,0,80000000,0,0
경기 안양시,꿈나무,그렇다,그렇다,그렇다,0,7000000,200,1
경기 화성시,꿈나무 영어 작은도서관,그렇다,그렇지 않다,그렇지 않다,0,0,0,0
경기 부천시,꿈나무가족도서관,그렇다,그렇지 않다, ,0,0,0,0
경기 안산시,꿈나무작은도서관,그렇지 않다,그렇지 않다,그렇다,0,0,0,0
경기 시흥시,꿈나무작은도서관,그렇다,그렇지 않다,그렇다,0,0,0,0
경기 화성시,꿈나무작은도서관,그렇지 않다,그렇지 않다,그렇다,0,8400000,497,12
경기 성남시,꿈너비작은도서관,그렇지 않다,그렇다,그렇다,2,16000000,1152,1
경기 화성시,꿈누리,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 용인시,꿈누리도서관,그렇지 않다,그렇다,그렇지 않다,0,0,0,0
경기 수원시,꿈동산 문고,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 군포시,꿈드림작은도서관,그렇지 않다,그렇다, ,0,0,0,0
경기 양주시,꿈드림작은도서관,그렇지 않다,그렇지 않다,그렇다,0,1200000,81,0
경기 안양시,꿈마루,그렇다,그렇다,그렇다,0,6000000,645,2
경기 용인시,꿈마루도서관,그렇지 않다,그렇다,그렇다,1,0,500,0
경기 김포시,꿈마을문고,그렇지 않다,그렇지 않다,그렇다,0,0,200,0
경기 광주시,꿈마을작은도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 양주시,꿈모리작은도서관,그렇지 않다,그렇지 않다,그렇다,0,1200000,97,0
경기 용인시,꿈모아도서관,그렇지 않다,그렇지 않다,그렇다,0,0,600,0
경기 오산시,꿈밀림도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 안산시,꿈바라기 작은도서관,그렇지 않다,그렇지 않다,그렇다,0,0,0,1
경기 부천시,꿈사랑작은도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 용인시,꿈샘도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 시흥시,꿈샘작은도서관,그렇지 않다,그렇지 않다,그렇다,0,0,1500,0
경기 김포시,꿈에그린 도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 오산시,꿈에그린 도서관,그렇지 않다,그렇지 않다,그렇다,0,0,142,0
경기 안산시,꿈을 주는 작은도서관,그렇다,그렇지 않다, ,0,0,0,0
경기 안산시,꿈을 키우는 작은도서관,그렇다,그렇다,그렇지 않다,0,0,0,0
경기 광명시,꿈을찾는 작은영어도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 부천시,꿈의지우 작은도서관,그렇지 않다,그렇지 않다,그렇다,0,0,637,1
경기 광명시,꿈이 열리는 작은도서관,그렇지 않다,그렇지 않다,그렇다,0,0,40,0
경기 고양시,꿈이 있는 숲 도서관,그렇지 않다,그렇지 않다,그렇다,0,0,100,0
경기 수원시,꿈이 자라는 마을,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 안양시,꿈이있는,그렇다,그렇지 않다,그렇다,0,1320000,198,0
경기 용인시,꿈이자라는 땅,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 용인시,꿈이자라는도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 하남시,꿈자람 작은도서관,그렇지 않다,그렇지 않다,그렇다,0,6000000,0,0
경기 광주시,꿈자람도서관,그렇지 않다,그렇지 않다,그렇다,0,4000000,583,0
경기 광주시,꿈자람어린이도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 평택시,꿈쟁이 작은도서관(하북작은도서관에서 명칭변경),그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 군포시,꿈쟁이도서관,그렇지 않다,그렇다,그렇다,1,4000000,500,8
경기 화성시,꿈쟁이사립문고,그렇지 않다,그렇지 않다,그렇다,0,6250000,0,0
경기 광명시,꿈크리 작은도서관,그렇지 않다,그렇다,그렇다,0,5200000,340,23
경기 안양시,꿈터,그렇다,그렇지 않다,그렇다,0,1320000,180,0
경기 오산시,꿈터도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 안양시,나누미,그렇다,그렇지 않다,그렇다,0,1700000,174,0
경기 의정부시,나누미작은도서관,그렇지 않다,그렇다,그렇다,1,3000000,0,0
경기 연천군,나눔과기쁨 대광북카페,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 수원시,나눔도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 의정부시,나눔작은도서관,그렇지 않다,그렇다,그렇다,1,3000000,0,0
경기 수원시,나란다 도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 화성시,나루꿈에그린 작은도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 부천시,나무숲작은도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 고양시,나무와열매문고,그렇지 않다,그렇지 않다,그렇다,0,200000,0,0
경기 수원시,나무터작은도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 성남시,나침반 작은도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 용인시,남사면 작은도서관,그렇지 않다,그렇지 않다,그렇다,0,0,0,0
경기 고양시,낮은하늘어린이도서관,그렇지 않다,그렇지 않다,그렇다,0,3000000,0,0
경기 안양시,내방새,그렇다,그렇지 않다,그렇다,0,1320000,169,0
경기 의왕시,내손e편한세상 도서관,그렇지 않다,그렇지 않다,그렇다,0,2500000,0,0
경기 의왕시,내손책고운도서관,그렇다,그렇지 않다, ,0,0,0,0
경기 포천시,내촌작은도서관,그렇지 않다,그렇지 않다,그렇다,0,0,0,0
경기 광명시,넓은세상 작은도서관,그렇지 않다,그렇지 않다,그렇다,1,5250000,285,7
경기 광명시,넝쿨 어린이 작은도서관,그렇지 않다,그렇지 않다,그렇다,0,5250000,305,13
경기 성남시,넥슨작은책방 도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 군포시,노루목작은도서관,그렇지 않다,그렇다, ,0,0,0,0
경기 의정부시,녹양동작은도서관,그렇다,그렇지 않다, ,0,0,0,0
경기 성남시,논골작은도서관,그렇다,그렇지 않다, ,0,0,0,0
경기 화성시,놀러와,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 군포시,농심,그렇지 않다,그렇다,그렇지 않다,0,0,0,0
경기 안성시,농협안성교육원 농업도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 부천시,누리마루작은도서관,그렇지 않다,그렇지 않다,그렇다,0,0,699,2
경기 김포시,누리봄문고,그렇다,그렇지 않다,그렇다,0,0,0,0
경기 부천시,누리작은도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 군포시,누림과나눔작은도서관,그렇지 않다,그렇다,그렇지 않다,0,0,0,0
경기 안산시,뉴새마을도서관,그렇지 않다,그렇지 않다,그렇다,5,10000000,1453,12
경기 안양시,느린소,그렇지 않다,그렇지 않다,그렇다,0,1125000,101,0
경기 안양시,느티나무,그렇다,그렇지 않다,그렇다,0,1320000,278,0
경기 군포시,느티나무도서관,그렇지 않다,그렇다,그렇다,0,2000000,44,3
경기 안산시,늘사랑 문고,그렇지 않다,그렇지 않다,그렇다,0,0,0,1
경기 화성시,늘푸른,그렇지 않다,그렇지 않다,그렇다,0,8585000,0,0
경기 가평군,늘푸른상상력도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 시흥시,늘푸른세종작은도서관,그렇지 않다,그렇지 않다,그렇다,0,10000000,1500,2
경기 여주시,늘푸른자연학교작은도서관,그렇다,그렇지 않다,그렇다,0,0,500,0
경기 구리시,늘푸른작은도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 시흥시,늠내골실버작은도서관,그렇다,그렇다, ,0,0,0,0
경기 화성시,능동 주공1아파트 문고,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 화성시,능동 주공2아파트 문고,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 수원시,능실샘작은도서관,그렇지 않다,그렇지 않다,그렇다,0,10000000,0,0
경기 시흥시,다문화작은도서관,그렇다,그렇다,그렇다,0,0,0,0
경기 남양주시,다사랑도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 평택시,다사리도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 남양주시,다산어린이도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 안산시,다솔어린이작은도서관,그렇지 않다,그렇다,그렇다,6,6000000,311,4
경기 김포시,다울누림 작은도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 화성시,다은 우남,그렇지 않다,그렇지 않다,그렇다,0,6250000,100,0
경기 남양주시,단비작은도서관,그렇지 않다,그렇지 않다,그렇다,0,0,24,0
경기 안양시,달안동주민센타,그렇다,그렇지 않다, ,0,0,0,0
경기 안양시,달팽이,그렇다,그렇다,그렇다,0,6000000,0,0
경기 군포시,당정동 벤티움 작은도서관,그렇지 않다,그렇다,그렇다,0,2000000,0,0
경기 군포시,당정문화도서관,그렇다,그렇다, ,0,0,0,0
경기 김포시,대곶작은도서관,그렇다,그렇지 않다,그렇지 않다,0,0,0,0
경기 고양시,대덕 작은도서관,그렇지 않다,그렇지 않다,그렇다,0,0,0,0
경기 의왕시,대명구름채아파트문고,그렇지 않다,그렇지 않다,그렇다,0,1500000,0,0
경기 파주시,대방열린도서관,그렇지 않다,그렇지 않다,그렇다,2,1600000,368,1
경기 수원시,대영교회문고,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 의왕시,대우이안아파트문고,그렇지 않다,그렇지 않다,그렇다,0,1500000,0,0
경기 수원시,대월새마을문고,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 성남시,대은작은도서관,그렇지 않다,그렇다,그렇다,1,0,251,2
경기 수원시,대임문고창조교실,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 광주시,대주작은도서관,그렇지 않다,그렇지 않다, ,0,0,0,0
경기 수원시,대추동이 작은도서관,그렇지 않다,그렇지 않다,그렇다,0,7200000,0,0
경기 평택시,대추리솔부엉이도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 광명시,대한작은어린이도서관,그렇지 않다,그렇다,그렇다,1,0,500,0
경기 고양시,대화마을작은도서관,그렇지 않다,그렇다,그렇다,0,0,0,0
경기 용인시,더빛 Ark Kids 작은도서관,그렇지 않다,그렇지 않다,그렇다,0,2000000,0,0
경기 남양주시,덕소도서관,그렇지 않다,그렇지 않다,그렇다,0,0,0,1
경기 남양주시,덕소현대아파트도서관,그렇지 않다,그렇지 않다,그렇다,0,3000000,0,0
경기 하남시,덕풍시장작은도서관,그렇지 않다,그렇지 않다,그렇다,0,6000000,0,0
경기 용인시,데시앙도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 남양주시,도농롯데아파트독서실,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 광명시,도덕파크 푸른솔 작은도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 의왕시,도란도란위브도서관,그렇지 않다,그렇지 않다,그렇다,0,1000000,0,0
경기 양주시,도란도란작은도서관,그렇지 않다,그렇지 않다,그렇다,0,1200000,162,0
경기 부천시,도란도란작은도서관,그렇다,그렇지 않다, ,0,0,0,0
경기 동두천시,도심광장 지혜의 등대,그렇다,그렇다, ,0,0,0,0
경기 광주시,도척작은도서관,그렇지 않다,그렇지 않다, ,0,0,0,0
경기 성남시,도촌동작은도서관,그렇다,그렇지 않다, ,0,0,0,0
경기 성남시,독수리작은도서관,그렇지 않다,그렇지 않다,그렇다,0,5000000,262,0
경기 안양시,동그라미,그렇다,그렇지 않다,그렇지 않다,0,0,0,0
경기 안산시,동동도서관,그렇지 않다,그렇지 않다,그렇다,0,0,0,1
경기 동두천시,동두천초등학교지혜의등대,그렇다,그렇다, ,0,0,0,0
경기 고양시,동산마을22단지 백송도서관,그렇지 않다,그렇지 않다,그렇다,0,0,100,0
경기 의왕시,동아에코빌도서관,그렇지 않다,그렇지 않다,그렇다,0,1000000,0,0
경기 양주시,동안작은도서관,그렇지 않다,그렇지 않다,그렇다,0,1200000,83,0
경기 고양시,동양아파트새마을문고,그렇지 않다,그렇지 않다,그렇다,0,4000000,0,1
경기 파주시,동양월드꿈나무도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 이천시,동양작은도서관,그렇지 않다,그렇다,그렇다,0,9500000,0,1
경기 남양주시,동원작은도서관,그렇지 않다,그렇지 않다,그렇다,0,6800000,583,1
경기 오산시,동인문고,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 용인시,동천작은도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 화성시,동탄파라곤 북카페 작은도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 군포시,동화나무어린이도서관,그렇지 않다,그렇다, ,0,0,0,0
경기 성남시,될성푸른나무 작은도서관,그렇지 않다,그렇다,그렇지 않다,0,0,0,0
경기 수원시,두견마을도서관,그렇지 않다,그렇지 않다,그렇다,0,5000000,0,0
경기 고양시,두근두근 도서관,그렇지 않다,그렇지 않다,그렇다,0,0,300,0
경기 평택시,두드림도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 안양시,두란노,그렇다,그렇지 않다,그렇다,0,6000000,0,1
경기 화성시,두루미 작은도서관,그렇다,그렇다,그렇다,1,10000000,0,0
경기 화성시,두산 위브 어린이 도서관,그렇지 않다,그렇지 않다,그렇다,0,6250000,4,0
경기 화성시,두산책마을작은도서관,그렇지 않다,그렇지 않다,그렇다,0,7001070,4,0
경기 의왕시,뒷동네도서관,그렇다,그렇지 않다,그렇다,0,1000000,0,0
경기 성남시,드림랜드작은도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 평택시,디사이플스 인문학도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 부천시,뜰안에작은나무 작은도서관,그렇지 않다,그렇지 않다,그렇다,0,0,500,1
경기 성남시,래미안금광작은도서관,그렇다,그렇다,그렇다,0,5000000,247,2
경기 용인시,래미안도서관 글샘,그렇지 않다,그렇지 않다,그렇다,0,2500000,0,1
경기 수원시,래미안새마을문고,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 고양시,래미안휴레스트문고,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 안양시,럭키,그렇다,그렇지 않다,그렇다,0,1320000,183,0
경기 수원시,로뎀나무문고,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 성남시,롯데캐슬,그렇지 않다,그렇다,그렇다,0,0,0,0
경기 화성시,롯데캐슬,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
