지역,도서관명,상호대차 유무,순회사서 유무,지원 여부,지원인력,지원예산,지원장서,지원프로
경기 성남시,수내1동작은도서관,그렇다,그렇지 않다, ,0,0,0,0
경기 고양시,수냐의 수학도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 남양주시,수동작은도서관,그렇다,그렇다,그렇다,0,0,0,0
경기 의정부시,수락글방,그렇지 않다,그렇다,그렇다,1,3000000,0,2
경기 수원시,수원 다문화 도서관 지구별상상,그렇다,그렇지 않다,그렇다,0,9400000,0,0
경기 수원시,수원교회문고,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 수원시,수정도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 성남시,수정중앙작은도서관,그렇지 않다,그렇다, ,0,0,0,0
경기 성남시,수진2동작은도서관,그렇다,그렇다, ,0,0,0,0
경기 구리시,수택1동작은도서관,그렇지 않다,그렇지 않다, ,0,0,0,0
경기 구리시,수택작은도서관,그렇지 않다,그렇지 않다, ,0,0,0,0
경기 안양시,순종,그렇다,그렇지 않다,그렇다,0,3000000,0,0
경기 파주시,술이홀도서관,그렇다,그렇다,그렇다,0,0,0,0
경기 연천군,숨마을작은도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 의왕시,숲도서관,그렇지 않다,그렇지 않다,그렇다,0,8100000,0,1
경기 부천시,숲속 작은도서관,그렇다,그렇지 않다,그렇다,0,0,0,0
경기 용인시,숲속도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 화성시,숲속모아 작은도서관,그렇지 않다,그렇지 않다,그렇다,0,7000000,0,0
경기 화성시,숲속문고,그렇지 않다,그렇지 않다,그렇다,0,6250000,0,0
경기 의왕시,숲속옹달샘도서관,그렇지 않다,그렇지 않다,그렇다,0,1000000,500,0
경기 양주시,숲속작은도서관,그렇지 않다,그렇지 않다,그렇다,0,1200000,15,0
경기 성남시,숲속작은도서관,그렇지 않다,그렇다,그렇다,0,5000000,193,5
경기 의왕시,숲속책마을,그렇지 않다,그렇지 않다,그렇다,0,1050000,0,0
경기 김포시,쉴만한 물가,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 고양시,쉴만한 물가,그렇지 않다,그렇지 않다,그렇다,0,3000000,0,0
경기 용인시,스프라웃도서관,그렇지 않다,그렇지 않다,그렇다,0,0,1,0
경기 구리시,스프링작은도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 이천시,시온성문고,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 부천시,시온열린작은도서관,그렇다,그렇지 않다, ,0,0,0,0
경기 시흥시,시흥6차 푸르지오 2단지 푸른도서관,그렇지 않다,그렇다,그렇다,0,0,924,2
경기 성남시,시흥동작은도서관,그렇지 않다,그렇지 않다, ,0,0,0,0
경기 시흥시,시흥새마을작은도서관,그렇다,그렇다,그렇다,0,30980000,4388,8
경기 시흥시,시흥시발달장애인작은도서관,그렇지 않다,그렇지 않다,그렇다,0,0,2000,0
경기 의정부시,신곡1동작은도서관,그렇다,그렇지 않다, ,0,0,0,0
경기 의정부시,신곡2동작은도서관,그렇다,그렇다, ,0,0,0,0
경기 부천시,신광작은도서관,그렇지 않다,그렇지 않다,그렇다,0,0,693,1
경기 안산시,신길샛별작은도서관,그렇다,그렇지 않다,그렇다,0,0,0,0
경기 부천시,신나는가족도서관,그렇다,그렇지 않다,그렇다,0,0,0,0
경기 의정부시,신도브래뉴PLUS,그렇지 않다,그렇다,그렇다,1,2000000,0,0
경기 고양시,신도작은도서관,그렇지 않다,그렇지 않다, ,0,0,0,0
경기 남양주시,신마석 신도숲속북카페,그렇지 않다,그렇지 않다,그렇다,0,8675100,556,1
경기 수원시,신명새마을문고,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 성남시,신미주 작은도서관,그렇지 않다,그렇지 않다,그렇다,0,7000000,239,8
경기 용인시,신봉우남아파트도서관,그렇지 않다,그렇지 않다,그렇다,0,0,165,0
경기 포천시,신북작은도서관,그렇지 않다,그렇지 않다,그렇다,0,0,0,0
경기 의왕시,신안문고,그렇지 않다,그렇지 않다,그렇다,0,1300000,0,0
경기 용인시,신영지웰작은도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 양주시,신우작은도서관,그렇지 않다,그렇지 않다,그렇다,0,1200000,87,0
경기 고양시,신원글마루 도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 의왕시,신원수선화아파트문고,그렇지 않다,그렇지 않다,그렇다,0,1050000,0,0
경기 화성시,신일 유토빌 책마을,그렇지 않다,그렇지 않다,그렇다,0,6250000,4,0
경기 화성시,신일해피트리2차(아)문고,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 평택시,신장작은도서관,그렇다,그렇다,그렇지 않다,0,0,0,0
경기 화성시,신창2차 책마을,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 화성시,신창미션힐1차아파트 작은도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 포천시,신평장자작은도서관,그렇지 않다,그렇지 않다,그렇다,0,0,0,1
경기 성남시,신흥1동작은도서관,그렇다,그렇지 않다, ,0,0,0,0
경기 성남시,신흥3동작은도서관,그렇지 않다,그렇지 않다, ,0,0,0,0
경기 성남시,신흥작은도서관,그렇지 않다,그렇지 않다,그렇다,0,0,49,0
경기 남양주시,실학박물관도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 화성시,쌍용예가책마을도서관,그렇지 않다,그렇지 않다,그렇다,0,6800000,0,0
경기 부천시,써미트빌작은도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 수원시,쏙쏙꾸러기 작은도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 양주시,쓰임작은도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 남양주시,아가페도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 하남시,아낌없이주는나무작은도서관,그렇지 않다,그렇지 않다,그렇다,0,6000000,0,0
경기 용인시,아델리움글마루도서관,그렇지 않다,그렇지 않다,그렇다,0,2000000,1100,0
경기 수원시,아람작은도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 의정부시,아람터도서관,그렇지 않다,그렇다,그렇다,1,3000000,0,1
경기 성남시,아름널작은도서관,그렇지 않다,그렇지 않다,그렇다,0,7000000,254,0
경기 용인시,아름다운꿈의도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 남양주시,아름다운문고,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 양주시,아름다운작은도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 화성시,아름드리,그렇지 않다,그렇지 않다,그렇다,0,7000000,0,37
경기 성남시,아름드리 작은도서관,그렇지 않다,그렇지 않다,그렇다,0,0,292,1
경기 부천시,아름드리도서관,그렇다,그렇지 않다,그렇다,0,0,0,0
경기 이천시,아리마을작은도서관,그렇지 않다,그렇다,그렇다,1,0,0,28
경기 화성시,아삭 작은도서관,그렇지 않다,그렇지 않다,그렇다,0,7000000,0,2
경기 고양시,아시아의 친구들,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 남양주시,아이뜰작은도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 성남시,아튼빌 작은도서관,그렇지 않다,그렇지 않다,그렇다,0,0,275,0
경기 의정부시,안말사랑도서관,그렇지 않다,그렇다,그렇다,1,3000000,0,0
경기 안산시,안산다문화작은도서관,그렇다,그렇지 않다,그렇다,0,0,0,0
경기 안산시,안산동믿음작은도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 안산시,안산열린교실소나무작은도서관,그렇지 않다,그렇지 않다,그렇다,0,0,253,1
경기 안산시,안산열린교실우리들문고,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 안산시,안산영광작은도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 안산시,안산우리작은도서관,그렇지 않다,그렇지 않다,그렇다,0,0,0,0
경기 안산시,안산자유작은도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 안산시,안산중앙작은도서관행복도서관,그렇지 않다,그렇지 않다,그렇다,0,0,132,0
경기 안산시,안산평생학습관작은도서관,그렇다,그렇지 않다, ,0,0,0,0
경기 안양시,안양1동 작은도서관,그렇다,그렇지 않다, ,0,0,0,0
경기 안양시,안양3동 작은도서관,그렇다,그렇다, ,0,0,0,0
경기 안양시,안양4동 작은도서관,그렇다,그렇지 않다, ,0,0,0,0
경기 안양시,안양5동 작은도서관,그렇다,그렇지 않다, ,0,0,0,0
경기 안양시,안양7동 작은도서관,그렇지 않다,그렇지 않다, ,0,0,0,0
경기 안양시,안양9동 작은도서관,그렇다,그렇다, ,0,0,0,0
경기 안양시,안양주민문고,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 여주시,알곡작은도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 구리시,애기똥풀 도서관,그렇지 않다,그렇지 않다,그렇다,0,0,100,1
경기 용인시,애벌레도서관,그렇지 않다,그렇지 않다,그렇다,0,2000000,0,0
경기 성남시,야탑1동작은도서관,그렇지 않다,그렇지 않다, ,0,0,0,0
경기 여주시,양귀리작은도서관,그렇지 않다,그렇지 않다,그렇다,0,0,140,0
경기 오산시,양산영어도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 양주시,양주경찰서 작은도서관,그렇지 않다,그렇지 않다,그렇다,0,0,38,0
경기 양주시,양주한승작은도서관,그렇지 않다,그렇지 않다,그렇다,0,1200000,107,0
경기 성남시,양지동 작은도서관,그렇지 않다,그렇지 않다, ,0,0,0,0
경기 용인시,양지마을문고,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 안산시,어린이도서관책날개,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 성남시,어울림 작은도서관,그렇지 않다,그렇지 않다,그렇다,2,0,0,0
경기 남양주시,어울림도서관(오남),그렇지 않다,그렇지 않다,그렇다,0,0,917,0
경기 남양주시,어울림도서관(평내),그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 수원시,에덴작은도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 이천시,에버빌작은도서관,그렇지 않다,그렇다,그렇다,0,950,0,0
경기 의왕시,에버하임도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 안성시,엘리트도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 남양주시,엘림 작은도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 군포시,여담작은도서관,그렇지 않다,그렇다, ,0,0,0,0
경기 부천시,여월5단지 작은도서관,그렇지 않다,그렇지 않다,그렇다,0,0,200,0
경기 부천시,여월휴먼시아 작은도서관,그렇지 않다,그렇지 않다,그렇다,0,0,1000,2
경기 여주시,여주 남한강문고, , , ,0,0,0,0
경기 여주시,여주부영아파트작은도서관,그렇지 않다,그렇지 않다,그렇다,0,10000000,0,0
경기 부천시,역곡역e편한세상 작은도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 성남시,연꽃마을작은도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 수원시,연무동 새마을문고,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 안양시,연현마을두산위브,그렇다,그렇지 않다,그렇다,0,1320000,170,0
경기 화성시,열리는 비전 작은도서관,그렇지 않다,그렇지 않다,그렇다,2,40000,0,1
경기 부천시,열린 작은도서관,그렇지 않다,그렇지 않다,그렇다,1,1000000,599,2
경기 남양주시,열린도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 오산시,열린도서관,그렇지 않다,그렇지 않다, ,0,0,0,0
경기 안양시,열린문고,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 오산시,열린비전도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 안양시,열린초원,그렇다,그렇지 않다,그렇다,0,1320000,181,0
경기 수원시,열림도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 부천시,염광작은도서관,그렇지 않다,그렇지 않다,그렇다,0,0,230,0
경기 용인시,영덕신일문고,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 성남시,영도 작은도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 용인시,영락도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 의정부시,영유아미래도서관,그렇지 않다,그렇다,그렇다,1,3000000,0,0
경기 수원시,영통1동 새마을문고,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 수원시,영통2동 새마을문고,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 수원시,영화동새마을문고,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 용인시,영화작은도서관,그렇지 않다,그렇지 않다,그렇다,0,1500000,0,0
경기 김포시,예가 작은도서관,그렇지 않다,그렇지 않다,그렇다,0,0,140,0
경기 부천시,예그필작은도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 광주시,예꿈비전스쿨 작은도서관,그렇지 않다,그렇지 않다,그렇다,0,4000000,0,0
경기 성남시,예꿈작은도서관,그렇지 않다,그렇다,그렇다,0,0,195,3
경기 고양시,예다움도서관,그렇지 않다,그렇지 않다,그렇다,0,3000000,0,1
경기 남양주시,예닮도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 안양시,예닮터,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 고양시,예담도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 파주시,예뜨락북까페,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 안산시,예빛작은도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 화성시,예사랑도서관,그렇지 않다,그렇지 않다,그렇다,0,6150000,0,0
경기 고양시,예성문고,그렇지 않다,그렇지 않다,그렇다,0,0,100,0
경기 화성시,예찬 작은도서관,그렇지 않다,그렇지 않다,그렇다,0,0,120,0
경기 화성시,예촌문고,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 화성시,예향드림 작은도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 수원시,오동나무도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 구리시,오렌지문고,그렇지 않다,그렇지 않다,그렇다,0,0,462,0
경기 화성시,오목눈이,그렇지 않다,그렇지 않다,그렇다,0,0,0,0
경기 오산시,오산 사랑의문고,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 시흥시,오이도작은도서관,그렇다,그렇다,그렇다,0,0,0,0
경기 의왕시,오전빛고운도서관,그렇다,그렇지 않다, ,0,0,0,0
경기 부천시,오정작은도서관,그렇지 않다,그렇지 않다,그렇다,0,0,600,1
경기 부천시,오정휴먼시아3단지작은도서관,그렇지 않다,그렇지 않다,그렇다,0,0,750,1
경기 광주시,오포작은도서관,그렇지 않다,그렇지 않다, ,0,0,0,0
경기 시흥시,옥구공원 숲속작은도서관,그렇다,그렇다,그렇다,0,0,0,0
경기 고양시,옥빛 작은 행복도서관,그렇지 않다,그렇지 않다,그렇다,0,3000000,0,0
경기 부천시,온가족작은도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 안양시,온마을book,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 화성시,온사랑 작은도서관 ,그렇지 않다,그렇지 않다,그렇다,0,0,150,0
경기 안양시,온새미로,그렇다,그렇지 않다,그렇다,0,1320000,190,0
경기 남양주시,온세어린이도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 수원시,온수골주민문고,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 파주시,옹기종기작은도서관,그렇다,그렇지 않다,그렇다,0,5000000,0,3
경기 남양주시,옹달샘문고,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 부천시,옹달샘작은도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 양주시,옹달샘작은도서관,그렇지 않다,그렇지 않다,그렇다,0,1200000,106,0
경기 안산시,용신작은도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 용인시,용인시 사랑의 집 작은도서관,그렇지 않다,그렇지 않다,그렇다,0,0,0,0
경기 용인시,용인영어도서관,그렇지 않다,그렇지 않다,그렇다,0,1500000,0,0
경기 오산시,우남 퍼스트빌문고,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 파주시,우리동네 작은도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 시흥시,우리동네작은도서관,그렇다,그렇다,그렇다,0,0,0,0
경기 파주시,우리들의 작은도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 군포시,우리마을 도서관,그렇지 않다,그렇다,그렇다,1,4000000,10,2
경기 시흥시,우리마을 작은도서관(도창복지문화센터),그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 광주시,우리소망문고,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 용인시,우리작은도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 오산시,우리작은도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 화성시,우림필유타운하우스,그렇지 않다,그렇지 않다,그렇다,0,7000000,100,0
경기 수원시,우만1동새마을문고,그렇지 않다,그렇지 않다,그렇다,0,9000000,0,0
경기 수원시,우만2동새마을문고,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 양주시,우미린어린이작은도서관,그렇지 않다,그렇지 않다,그렇다,0,1200000,106,0
경기 오산시,운암1단지작은도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 성남시,웃는책작은도서관,그렇지 않다,그렇지 않다,그렇다,0,7000000,237,3
경기 안산시,원곡벽산블루밍문고,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 부천시,원더풀 작은도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 오산시,원동청소년공부방,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 용인시,원삼면 작은도서관,그렇지 않다,그렇지 않다, ,0,0,0,0
경기 남양주시,원일꿈나무작은도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 수원시,원천동 새마을 문고,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 김포시,월드 작은도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 광명시,월드메르디앙 작은도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 화성시,월드반도1차아파트문고,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 화성시,월드반도2차문고,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 시흥시,월드작은아파트(월드아파트),그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 파주시,월롱작은도서관,그렇지 않다,그렇다,그렇다,0,0,0,0
경기 양주시,유니콘병영작은도서관,그렇지 않다,그렇지 않다,그렇다,0,0,0,0
경기 파주시,유승한내들도서관,그렇지 않다,그렇지 않다,그렇다,0,1600000,3184,2
경기 군포시,율곡마을작은도서관,그렇지 않다,그렇다,그렇다,0,4000000,20,1
경기 이천시,율면작은도서관,그렇지 않다,그렇지 않다,그렇다,0,0,0,0
경기 안양시,율목 ,그렇다,그렇다, ,0,0,0,0
경기 수원시,율전삼성새마을문고,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 수원시,율천동 새마을문고,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 이천시,은광문고,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 양주시,은동작은도서관,그렇지 않다,그렇지 않다,그렇다,0,1200000,78,0
경기 화성시,은성도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 시흥시,은행골작은도서관,그렇다,그렇지 않다, ,0,0,0,0
경기 성남시,은행책마루작은도서관,그렇지 않다,그렇지 않다,그렇다,1,0,120,0
경기 의왕시,은혜문화도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 의정부시,의정부1동공립작은도서관,그렇다,그렇지 않다, ,0,0,0,0
경기 의정부시,의정부2동작은도서관,그렇다,그렇지 않다, ,0,0,0,0
경기 의정부시,의정부3동작은도서관,그렇다,그렇지 않다, ,0,0,0,0
경기 용인시,이던책나무도서관,그렇지 않다,그렇지 않다,그렇다,0,2000000,110,1
경기 용인시,이동면 작은도서관,그렇지 않다,그렇지 않다, ,0,0,0,0
경기 용인시,이동면 천리 작은도서관,그렇지 않다,그렇지 않다,그렇다,0,0,0,0
경기 포천시,이동작은도서관,그렇지 않다,그렇지 않다,그렇다,0,0,0,0
경기 구리시,이레작은도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 남양주시,이삭어린이도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 광명시,이솝 작은도서관,그렇지 않다,그렇지 않다,그렇다,0,5250000,351,20
경기 안양시,이야기,그렇지 않다,그렇지 않다,그렇다,0,0,0,1
경기 안산시,이야기숲어린이도서관,그렇지 않다,그렇다,그렇다,0,0,758,0
경기 시흥시,이야기숲작은도서관(목감지역아동센터),그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 의왕시,이음도서관,그렇지 않다,그렇지 않다,그렇다,0,350,0,1
경기 김포시,이지더원작은도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 성남시,이지더원작은도서관,그렇지 않다,그렇다,그렇다,0,12000000,245,6
경기 평택시,이충작은도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 의왕시,이화문고,그렇지 않다,그렇지 않다,그렇다,0,1500000,0,0
경기 이천시,이화작은도서관,그렇지 않다,그렇지 않다,그렇다,2,9500000,0,1
경기 수원시,인계동새마을문고,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 남양주시,인스빌작은도서관,그렇지 않다,그렇지 않다,그렇다,0,0,1200,4
경기 구리시,인창동작은도서관,그렇지 않다,그렇지 않다, ,0,0,0,0
경기 안산시,일동작은도서관,그렇다,그렇지 않다, ,0,0,0,0
경기 고양시,일산두산위브더제니스 가족도서관,그렇지 않다,그렇지 않다,그렇다,0,0,100,0
경기 고양시,일산북카페(라임북카페),그렇지 않다,그렇지 않다,그렇다,0,3000000,0,0
경기 고양시,일산아이파크5단지 도서관,그렇지 않다,그렇지 않다,그렇다,0,0,100,0
경기 안성시,일죽도서관,그렇다,그렇다, ,0,0,0,0
경기 안양시,임곡그린빌수푸루지,그렇다,그렇지 않다,그렇다,0,7000000,0,6
경기 수원시,입북동새마을문고,그렇지 않다,그렇지 않다,그렇다,0,7400000,0,0
경기 의정부시,자금동작은도서관,그렇다,그렇지 않다, ,0,0,0,0
경기 광주시,자람 작은도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 용인시,자연&Book 작은도서관,그렇지 않다,그렇지 않다,그렇다,0,2000000,600,0
경기 남양주시,자연앤어울림작은도서관,그렇다,그렇지 않다,그렇다,0,0,895,0
경기 고양시,자유청소년도서관,그렇지 않다,그렇지 않다,그렇다,0,3000000,0,0
경기 성남시,자이 작은도서관,그렇지 않다,그렇다,그렇다,0,0,265,0
경기 양주시,자이초록작은도서관,그렇지 않다,그렇지 않다,그렇다,1,1200000,83,0
경기 용인시,자이행복한도서관,그렇지 않다,그렇지 않다,그렇다,0,1000000,0,1
경기 평택시,작은나무 어린이도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 용인시,작은나무도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 파주시,작은도서관 '평화를 품은집 평화도서관',그렇지 않다,그렇지 않다,그렇다,0,6000000,400,0
경기 안산시,작은도서관 모락모락,그렇지 않다,그렇지 않다,그렇다,0,0,250,3
경기 군포시,작은도서관 버드나무에 부는바람,그렇지 않다,그렇다,그렇다,1,2000000,0,12
경기 군포시,작은도서관 북카페사랑아이엔지,그렇지 않다,그렇다,그렇다,1,4000000,2,7
경기 동두천시,작은도서관 지혜의 등대,그렇다,그렇다,그렇다,0,0,0,0
경기 파주시,작은도서관 한빛꿈,그렇다,그렇지 않다,그렇지 않다,0,0,0,0
경기 고양시,작은도서관참터문고,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 오산시,잔다리도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 성남시,잘되는작은도서관,그렇지 않다,그렇다,그렇다,0,0,208,0
경기 김포시,장기어린이작은도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 평택시,장당마을도서관,그렇지 않다,그렇지 않다,그렇다,0,7000000,0,0
경기 용인시,장미도서관,그렇지 않다,그렇지 않다,그렇다,0,2500000,0,1
경기 의정부시,장암동작은도서관,그렇다,그렇지 않다, ,0,0,0,0
경기 양주시,장흥작은도서관,그렇다,그렇지 않다,그렇다,0,0,0,0
경기 군포시,재궁꿈나무도서관,그렇지 않다,그렇다, ,0,0,0,0
경기 고양시,재미있는느티나무온가족 도서관,그렇지 않다,그렇지 않다,그렇다,0,5000000,311,1
경기 안산시,재활복지작은도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 용인시,전대중앙도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 화성시,전승병영도서관,그렇지 않다,그렇지 않다,그렇다,0,6000000,600,0
경기 김포시,전원 작은도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 의정부시,점진도서관,그렇지 않다,그렇다,그렇다,1,2000000,0,0
경기 수원시,정2새마을문고,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 시흥시,정왕영어작은도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 수원시,정자1동새마을문고,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 수원시,정자2동 새마을문고,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 수원시,정자3동 그린빌 새마을문고,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 성남시,정자역작은도서관,그렇다,그렇지 않다, ,0,0,0,0
경기 성남시,정자청소년수련관작은도서관,그렇다,그렇지 않다,그렇다,0,0,0,0
경기 양주시,정진작은도서관,그렇지 않다,그렇다,그렇다,0,0,140,0
경기 화성시,제부도모세마을 작은도서관,그렇지 않다,그렇지 않다,그렇다,0,0,650,0
경기 김포시,제일도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 김포시,제일풍경채 작은도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 남양주시,조안씨앗도서관,그렇다,그렇다,그렇다,0,0,0,0
경기 수원시,조원1동 새마을문고,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 수원시,조원2동새마을문고,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 수원시,조원동주민문고,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 수원시,종려나무도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 남양주시,좋은교회좋은도서관,그렇지 않다,그렇지 않다,그렇다,0,6800000,381,2
